ticker,basis,reason,observations,corporate_actions_applied,first_date,last_date
BLUT4,total_return_imputed_distribution,,224,1,2021-09-23,2022-09-20
BMEB3,total_return_provider_spliced_with_cotahist,,3475,1,2011-01-10,2025-12-30
BMEB4,total_return_provider_spliced_with_cotahist,,3637,1,2011-01-03,2025-12-30
BMGB4,total_return_provider,,1514,0,2019-11-29,2025-12-30
BMIN3,total_return_provider_spliced_with_cotahist,,3261,0,2011-01-21,2025-12-30
BMIN4,total_return_provider_spliced_with_cotahist,,3681,0,2011-01-03,2025-12-30
BMKS3,total_return_provider_spliced_with_cotahist,,3614,0,2011-01-04,2025-12-30
BMOB3,total_return_provider,,1219,0,2021-02-11,2025-12-30
BMTO4,total_return_imputed_distribution,,1305,0,2011-01-03,2016-12-20
BNBR3,total_return_provider_spliced_with_cotahist,,3324,0,2011-01-03,2025-12-30
BNBR4,total_return_imputed_distribution,,316,0,2011-01-04,2014-02-19
BOAS3,total_return_imputed_distribution,,709,0,2020-09-30,2023-08-07
BOBR4,total_return_provider_spliced_with_cotahist,,3547,0,2011-01-04,2025-12-30
BPAC3,total_return_provider,,2362,2,2016-07-11,2025-12-30
BPAN10,total_return_imputed_distribution,,115,2,2014-08-25,2020-01-15
BPAN4,total_return_imputed_distribution,,2832,0,2014-08-05,2025-12-30
BPHA3,total_return_provider_spliced_with_cotahist,,3251,2,2011-06-27,2024-08-06
BRAP3,total_return_provider_spliced_with_cotahist,,3706,1,2011-01-03,2025-12-30
BRAP4,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
BRAV3,total_return_provider,,1278,0,2020-11-12,2025-12-30
BRFS3,total_return_imputed_distribution,,3652,0,2011-01-03,2025-09-22
BRGE11,total_return_provider_spliced_with_cotahist,,356,0,2011-01-04,2025-09-24
BRGE12,total_return_provider_spliced_with_cotahist,,796,0,2011-01-04,2025-09-24
BRGE3,total_return_provider_spliced_with_cotahist,,911,0,2011-01-17,2025-09-24
BRGE5,total_return_provider_spliced_with_cotahist,,143,0,2011-04-15,2025-09-24
BRGE8,total_return_provider_spliced_with_cotahist,,320,0,2011-04-15,2025-09-24
BRIN3,total_return_imputed_distribution,,1969,2,2011-01-03,2018-12-21
BRIT3,total_return_imputed_distribution,,839,0,2021-07-29,2024-12-04
BRIV3,total_return_provider_spliced_with_cotahist,,1594,0,2011-01-07,2025-09-24
BRIV4,total_return_provider_spliced_with_cotahist,,2419,0,2011-01-06,2025-09-24
BRKM3,total_return_provider_spliced_with_cotahist,,3672,0,2011-01-03,2025-12-30
BRKM6,total_return_provider_spliced_with_cotahist,,3263,1,2011-01-26,2025-12-30
BRML3,total_return_imputed_distribution,,2976,0,2011-01-03,2023-01-06
BRPR3,total_return_provider_spliced_with_cotahist,,3378,2,2011-01-03,2024-08-06
BRSR3,total_return_provider_spliced_with_cotahist,,3380,0,2011-01-05,2025-12-30
BRSR5,total_return_provider_spliced_with_cotahist,,3327,0,2011-01-05,2025-12-30
BRSR6,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
BSEV3,total_return_imputed_distribution,,1717,0,2013-04-19,2021-05-14
BSLI3,total_return_provider_spliced_with_cotahist,,3316,0,2011-01-11,2025-12-30
BSLI4,total_return_provider_spliced_with_cotahist,,3273,1,2011-01-24,2025-12-30
CAMB3,total_return_provider,,2813,0,2013-01-02,2025-12-30
CAML3,total_return_provider,,2055,0,2017-09-28,2025-12-30
CARD3,total_return_imputed_distribution,,2898,0,2011-01-03,2022-09-14
CASH3,total_return_provider_spliced_with_cotahist,,1283,2,2020-11-05,2025-12-30
CBAV3,total_return_provider,,1114,0,2021-07-16,2025-12-30
CBAV9,total_return_imputed_distribution,,16,0,2023-12-26,2024-01-18
CBEE3,total_return_provider_spliced_with_cotahist,,3572,1,2011-01-04,2025-12-30
CBMA3,total_return_provider_spliced_with_cotahist,,1754,0,2011-01-03,2019-02-15
CBMA4,total_return_imputed_distribution,,986,0,2011-01-03,2017-03-01
CCXC3,total_return_imputed_distribution,,1860,1,2012-05-25,2020-01-17
CEAB3,total_return_provider_spliced_with_cotahist,,1536,0,2019-10-28,2025-12-30
CEDO3,total_return_provider_spliced_with_cotahist,,3297,1,2011-01-05,2025-12-30
CEDO4,total_return_provider_spliced_with_cotahist,,3405,1,2011-01-03,2025-12-30
CEEB3,total_return_provider_spliced_with_cotahist,,3358,0,2011-01-03,2025-12-30
CEED3,total_return_provider_spliced_with_cotahist,,3255,1,2011-01-03,2025-12-30
CEGR3,total_return_provider_spliced_with_cotahist,,3248,1,2011-04-01,2025-12-30
CEPE5,total_return_imputed_distribution,,586,0,2011-01-03,2022-10-28
CEPE6,total_return_imputed_distribution,,173,1,2011-01-31,2022-10-26
CESP3,total_return_imputed_distribution,,2588,0,2011-01-03,2022-03-25
CESP5,total_return_imputed_distribution,,1158,0,2011-01-04,2022-03-25
CESP6,total_return_imputed_distribution,,2779,0,2011-01-03,2022-03-25
CGAS3,total_return_provider_spliced_with_cotahist,,3647,0,2011-01-04,2025-12-30
CGAS5,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
CGRA3,total_return_provider_spliced_with_cotahist,,3482,1,2011-01-07,2025-12-30
CGRA4,total_return_provider_spliced_with_cotahist,,3629,1,2011-01-03,2025-12-30
CIEL3,total_return_imputed_distribution,,3384,2,2011-01-03,2024-08-26
CLSA3,total_return_imputed_distribution,,916,0,2021-07-30,2025-04-01
CLSC3,total_return_provider_spliced_with_cotahist,,3259,0,2011-01-04,2025-12-30
CLSC4,total_return_provider_spliced_with_cotahist,,3464,0,2012-01-20,2025-12-30
CMIG10,total_return_imputed_distribution,,96,0,2017-11-30,2018-04-23
CMIG3,total_return_provider_spliced_with_cotahist,,3728,5,2011-01-03,2025-12-30
CMIG4,total_return_provider_spliced_with_cotahist,,3728,6,2011-01-03,2025-12-30
CMIG9,total_return_imputed_distribution,,94,0,2017-11-30,2018-04-23
CMIN3,total_return_provider_spliced_with_cotahist,,1216,0,2021-02-18,2025-12-30
COCE3,total_return_provider_spliced_with_cotahist,,3716,0,2011-01-03,2025-12-30
COGN3,total_return_provider,,3233,1,2013-01-02,2025-12-30
CPFE3,total_return_provider_spliced_with_cotahist,,3728,3,2011-01-03,2025-12-30
CPLE3,total_return_provider_spliced_with_cotahist,,3703,1,2011-01-03,2025-12-30
CPLE5,total_return_imputed_distribution,,486,0,2011-06-13,2025-12-19
CPLE6,total_return_imputed_distribution,,3686,1,2011-01-03,2025-11-07
CPRE3,total_return_imputed_distribution,,1599,0,2013-07-19,2020-07-02
CREM3,total_return_provider_spliced_with_cotahist,,1924,0,2011-01-03,2018-11-13
CRFB3,total_return_imputed_distribution,,1950,0,2017-07-20,2025-05-30
CRIV3,total_return_provider_spliced_with_cotahist,,1657,1,2011-01-03,2025-09-24
CRIV4,total_return_provider_spliced_with_cotahist,,2268,0,2011-01-04,2025-09-24
CRPG5,total_return_provider,,3233,1,2013-01-02,2025-12-30
CRPG6,total_return_provider,,3233,1,2013-01-02,2025-12-30
CSAB3,total_return_imputed_distribution,,242,0,2011-01-06,2024-01-05
CSAB4,total_return_imputed_distribution,,426,0,2011-01-03,2023-12-28
CSAN3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
CSED3,total_return_provider,,1219,0,2021-02-11,2025-12-30
CSMG3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
CSNA3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
CSRN3,total_return_imputed_distribution,,1105,0,2011-01-03,2024-08-29
CSRN5,total_return_imputed_distribution,,336,0,2011-03-04,2024-08-29
CSUD3,total_return_provider,,3233,0,2013-01-02,2025-12-30
CTAX3,total_return_provider_spliced_with_cotahist,,3606,2,2011-01-03,2025-12-30
CTKA4,total_return_provider_spliced_with_cotahist,,3607,1,2011-01-03,2025-12-30
CTSA3,total_return_provider_spliced_with_cotahist,,3562,1,2011-01-03,2025-12-30
CTSA4,total_return_provider_spliced_with_cotahist,,3456,2,2011-01-03,2025-12-30
CURY3,total_return_provider,,1314,0,2020-09-21,2025-12-30
CVCB3,total_return_provider,,2999,0,2013-12-09,2025-12-30
CXSE3,total_return_provider,,1167,0,2021-04-30,2025-12-30
CYRE3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
DASA3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
DAYC4,total_return_imputed_distribution,,1362,0,2011-01-03,2016-08-23
DESK3,total_return_provider,,1110,0,2021-07-22,2025-12-30
DEXP3,total_return_provider,,3233,1,2013-01-02,2025-12-30
DIRR3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
DMVF3,total_return_provider,,1343,0,2020-08-10,2025-12-30
DOHL4,total_return_provider_spliced_with_cotahist,,3409,3,2011-01-04,2025-12-30
DOTZ3,total_return_provider,,1146,1,2021-05-31,2025-12-30
DTCY3,total_return_provider_spliced_with_cotahist,,3602,1,2011-01-03,2025-12-30
DUQE4,total_return_imputed_distribution,,115,0,2011-01-11,2014-12-19
DXCO3,total_return_provider,,3233,3,2013-01-02,2025-12-30
EALT3,total_return_provider_spliced_with_cotahist,,3235,3,2011-01-21,2025-12-30
EALT4,total_return_provider_spliced_with_cotahist,,3661,1,2011-01-03,2025-12-30
ECOR3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
ECPR3,total_return_provider_spliced_with_cotahist,,2910,0,2011-01-12,2024-08-06
ECPR4,total_return_provider_spliced_with_cotahist,,2981,0,2011-01-03,2024-08-06
EEEL3,total_return_imputed_distribution,,552,0,2011-01-13,2022-05-24
EEEL4,total_return_imputed_distribution,,348,0,2011-01-03,2022-05-27
EGIE3,total_return_provider,,3233,3,2013-01-02,2025-12-30
EKTR3,total_return_provider_spliced_with_cotahist,,3244,0,2011-01-31,2025-12-30
EKTR4,total_return_provider_spliced_with_cotahist,,3348,0,2011-01-04,2025-12-30
ELEK3,total_return_imputed_distribution,,323,0,2011-01-12,2020-07-01
ELEK4,total_return_imputed_distribution,,672,0,2011-01-03,2020-06-29
ELET3,total_return_imputed_distribution,,3686,0,2011-01-03,2025-11-07
ELMD3,total_return_imputed_distribution,,1078,0,2021-02-17,2025-06-12
ELPL3,total_return_imputed_distribution,,725,0,2011-01-18,2019-11-26
ELPL4,total_return_provider_spliced_with_cotahist,,1788,0,2011-01-03,2018-03-12
EMAE4,total_return_provider_spliced_with_cotahist,,3698,0,2011-01-03,2025-12-30
EMBR3,total_return_imputed_distribution,,3681,0,2011-01-03,2025-10-31
ENAT3,total_return_imputed_distribution,,1313,0,2019-04-24,2024-07-31
ENBR3,total_return_imputed_distribution,,3131,1,2011-01-03,2023-08-21
ENEV3,total_return_provider,,3233,2,2013-01-02,2025-12-30
ENGI3,total_return_provider_spliced_with_cotahist,,3504,1,2011-01-04,2025-12-30
ENGI4,total_return_provider_spliced_with_cotahist,,3505,1,2011-01-03,2025-12-30
ENJU3,total_return_provider,,1281,0,2020-11-09,2025-12-30
ENMT3,total_return_provider,,3233,0,2013-01-02,2025-12-30
ENMT4,total_return_provider,,3233,0,2013-01-02,2025-12-30
EPAR3,total_return_provider,,3233,0,2013-01-02,2025-12-30
EQMA3B,total_return_provider,,3233,0,2013-01-02,2025-12-30
EQPA3,total_return_provider,,3233,0,2013-01-02,2025-12-30
EQPA5,total_return_provider,,3233,0,2013-01-02,2025-12-30
EQPA6,total_return_provider,,3233,0,2013-01-02,2025-12-30
EQPA7,total_return_provider,,3233,0,2013-01-02,2025-12-30
EQTL3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
ESPA3,total_return_provider_spliced_with_cotahist,,1227,0,2021-02-01,2025-12-30
ESTC3,total_return_imputed_distribution,,2114,1,2011-01-03,2019-07-22
ESTR4,total_return_provider_spliced_with_cotahist,,3703,2,2011-01-03,2025-12-30
ETER3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
EUCA3,total_return_provider_spliced_with_cotahist,,3236,0,2011-07-12,2025-12-30
EUCA4,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
EVEN3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
EZTC3,total_return_provider_spliced_with_cotahist,,3728,4,2011-01-03,2025-12-30
FESA3,total_return_provider_spliced_with_cotahist,,3260,2,2011-01-18,2025-12-30
FESA4,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
FHER3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
FIBR3,total_return_provider_spliced_with_cotahist,,1980,0,2011-01-03,2019-01-02
FICT3,total_return_provider,,3233,0,2013-01-02,2025-12-30
FIQE3,total_return_provider_spliced_with_cotahist,,1107,1,2021-07-27,2025-12-30
FLRY3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
FRAS3,total_return_provider_spliced_with_cotahist,,3242,1,2011-12-07,2025-12-30
FRAS4,total_return_imputed_distribution,,712,0,2011-01-03,2014-01-06
FRIO3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
FRTA3,total_return_imputed_distribution,,1762,0,2015-12-18,2024-04-17
FTRX4,total_return_imputed_distribution,,549,0,2011-01-03,2013-07-08
GEPA3,total_return_provider_spliced_with_cotahist,,3264,0,2011-02-11,2025-12-30
GEPA4,total_return_provider_spliced_with_cotahist,,3334,0,2011-01-06,2025-12-30
GFSA3,total_return_provider_spliced_with_cotahist,,3728,4,2011-01-03,2025-12-30
GGBR3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
GGBR4,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
GGPS3,total_return_provider_spliced_with_cotahist,,1171,1,2021-04-26,2025-12-30
GMAT3,total_return_provider,,1299,0,2020-10-13,2025-12-30
GNDI3,total_return_imputed_distribution,,944,0,2018-04-23,2022-02-11
GOAU3,total_return_provider_spliced_with_cotahist,,3718,1,2011-01-03,2025-12-30
GOAU4,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
GOLL4,total_return_imputed_distribution,,3580,0,2011-01-03,2025-06-11
GRND3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
GSHP3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
GTDP3B,total_return_imputed_distribution,,498,0,2011-01-03,2015-03-19
GTDP4B,total_return_imputed_distribution,,512,0,2011-01-07,2015-03-26
HAPV3,total_return_provider,,1909,2,2018-04-26,2025-12-30
HBOR3,total_return_provider_spliced_with_cotahist,,3728,4,2011-01-03,2025-12-30
HBRE3,total_return_provider,,1231,0,2021-01-26,2025-12-30
HBSA3,total_return_provider,,1310,0,2020-09-25,2025-12-30
HGTX3,total_return_imputed_distribution,,2651,0,2011-01-03,2021-09-17
HOOT4,total_return_provider_spliced_with_cotahist,,3685,1,2011-01-03,2025-12-30
HYPE3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
IFCM3,total_return_provider_spliced_with_cotahist,,1165,3,2021-05-04,2025-12-30
IGBR3,total_return_imputed_distribution,,3000,1,2011-01-03,2023-06-06
IGTI3,total_return_provider,,3233,1,2013-01-02,2025-12-30
IGTI4,total_return_provider_spliced_with_cotahist,,807,0,2022-09-23,2025-12-30
IMBI3,total_return_provider_spliced_with_cotahist,,1688,1,2011-02-14,2019-02-15
IMBI4,total_return_provider_spliced_with_cotahist,,1952,1,2011-01-05,2019-02-15
INEP3,total_return_provider_spliced_with_cotahist,,3727,2,2011-01-03,2025-12-30
INEP4,total_return_provider_spliced_with_cotahist,,3681,3,2011-01-03,2025-12-30
INTB3,total_return_provider_spliced_with_cotahist,,1224,0,2021-02-04,2025-12-30
IRBR3,total_return_provider,,2098,2,2017-07-31,2025-12-30
ISAE3,total_return_provider,,3233,0,2013-01-02,2025-12-30
ISAE4,total_return_provider,,3233,0,2013-01-02,2025-12-30
ITEC3,total_return_imputed_distribution,,178,0,2011-01-10,2019-05-28
ITSA3,total_return_provider_spliced_with_cotahist,,3713,10,2011-01-03,2025-12-30
ITSA4,total_return_provider_spliced_with_cotahist,,3728,10,2011-01-03,2025-12-30
ITUB3,total_return_provider_spliced_with_cotahist,,3728,7,2011-01-03,2025-12-30
ITUB4,total_return_provider_spliced_with_cotahist,,3728,7,2011-01-03,2025-12-30
JALL3,total_return_provider,,1222,0,2021-02-08,2025-12-30
JFEN3,total_return_provider_spliced_with_cotahist,,3639,3,2011-01-03,2025-12-30
JHSF3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
JOPA3,total_return_provider_spliced_with_cotahist,,3254,0,2011-03-25,2025-12-30
JSLG3,total_return_provider_spliced_with_cotahist,,3719,1,2011-01-03,2025-12-30
KEPL3,total_return_provider_spliced_with_cotahist,,3728,3,2011-01-03,2025-12-30
KLBN3,total_return_provider_spliced_with_cotahist,,3380,3,2011-01-03,2025-12-30
KLBN4,total_return_provider_spliced_with_cotahist,,3728,3,2011-01-03,2025-12-30
KRSA3,total_return_imputed_distribution,,915,1,2021-08-13,2025-04-14
LAME3,total_return_imputed_distribution,,2736,0,2011-01-03,2022-01-21
LAME4,total_return_imputed_distribution,,2736,0,2011-01-03,2022-01-21
LAND3,total_return_provider_spliced_with_cotahist,,1103,0,2021-08-02,2025-12-30
LAVV3,total_return_provider,,1325,0,2020-09-03,2025-12-30
LCAM3,total_return_imputed_distribution,,2515,1,2012-04-23,2022-07-01
LEVE3,total_return_provider_spliced_with_cotahist,,3698,1,2011-01-12,2025-12-30
LFFE3,total_return_provider_spliced_with_cotahist,,1514,0,2011-01-27,2019-02-15
LFFE4,total_return_provider_spliced_with_cotahist,,1525,1,2011-01-27,2019-02-15
LIGT3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
LIPR3,total_return_imputed_distribution,,752,0,2011-01-03,2025-05-27
LIXC3,total_return_imputed_distribution,,585,0,2011-01-06,2018-01-16
LIXC4,total_return_imputed_distribution,,1293,0,2011-01-03,2018-01-16
LJQQ3,total_return_provider,,1343,0,2020-08-10,2025-12-30
LLIS3,total_return_imputed_distribution,,2988,1,2011-01-03,2023-02-08
LOGG3,total_return_provider,,1746,0,2018-12-21,2025-12-30
LOGN3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
LPSB3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
LREN3,total_return_provider_spliced_with_cotahist,,3728,7,2011-01-03,2025-12-30
LUPA3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
LUXM3,total_return_imputed_distribution,,10,1,2011-12-29,2015-05-25
LUXM4,total_return_provider_spliced_with_cotahist,,3265,3,2011-01-05,2025-12-30
LWSA3,total_return_provider,,1469,1,2020-02-06,2025-12-30
MAGG3,total_return_imputed_distribution,,1992,1,2011-01-03,2019-01-22
MATD3,total_return_provider_spliced_with_cotahist,,1176,0,2021-04-16,2025-12-30
MDIA3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
MDNE3,total_return_provider,,1464,0,2020-02-13,2025-12-30
MEAL3,total_return_provider,,3233,0,2013-01-02,2025-12-30
MELK3,total_return_provider,,1308,0,2020-09-29,2025-12-30
MERC4,total_return_imputed_distribution,,837,0,2011-01-17,2025-12-16
MGEL4,total_return_provider_spliced_with_cotahist,,3650,1,2011-01-03,2025-12-30
MGLU3,total_return_provider_spliced_with_cotahist,,3648,6,2011-05-02,2025-12-30
MILS3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
MLAS3,total_return_provider,,1110,0,2021-07-22,2025-12-30
MLFT4,total_return_imputed_distribution,,1563,1,2011-01-03,2018-01-31
MMXM3,total_return_imputed_distribution,,2556,0,2011-01-03,2021-05-19
MNDL3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
MNPR3,total_return_provider_spliced_with_cotahist,,3725,2,2011-01-03,2025-12-30
MOAR3,total_return_imputed_distribution,,1080,0,2011-01-24,2025-12-30
MODL3,total_return_imputed_distribution,,519,0,2021-04-30,2023-06-30
MOSI3,total_return_imputed_distribution,,277,0,2021-02-05,2022-03-18
MOVI3,total_return_provider_spliced_with_cotahist,,2216,0,2017-02-08,2025-12-30
MPLU3,total_return_imputed_distribution,,2052,0,2011-01-03,2019-04-22
MRFG3,total_return_imputed_distribution,,3652,0,2011-01-03,2025-09-22
MRSA3B,total_return_provider,,3222,0,2013-01-17,2025-12-30
MRVE3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
MTIG3,total_return_provider_spliced_with_cotahist,,2643,0,2011-01-03,2022-10-21
MTIG4,total_return_imputed_distribution,,1646,1,2011-01-03,2022-10-20
MTRE3,total_return_provider_spliced_with_cotahist,,1470,0,2020-02-05,2025-12-30
MULT3,total_return_provider_spliced_with_cotahist,,3728,1,2011-01-03,2025-12-30
MWET4,total_return_provider_spliced_with_cotahist,,3610,2,2011-01-04,2025-12-30
MYPK3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
NATU3,total_return_provider_spliced_with_cotahist,,2325,1,2011-01-03,2025-12-30
NEOE3,total_return_imputed_distribution,,1621,0,2019-07-01,2025-12-30
NEXP3,total_return_provider,,3233,2,2013-01-02,2025-12-30
NGRD3,total_return_imputed_distribution,,1254,1,2020-12-17,2025-12-30
NINJ3,total_return_imputed_distribution,,911,0,2021-05-17,2025-01-09
NORD3,total_return_provider_spliced_with_cotahist,,3258,0,2011-01-12,2025-12-30
NTCO3,total_return_imputed_distribution,,1375,0,2019-12-18,2025-07-01
NUTR3,total_return_provider,,3233,0,2013-01-02,2025-12-30
NUTR3M,total_return_imputed_distribution,,342,0,2011-01-12,2014-01-31
OFSA3,total_return_provider,,2785,0,2014-10-21,2025-12-30
OGXP3,total_return_provider_spliced_with_cotahist,,1982,1,2011-01-03,2019-01-10
OIBR3,total_return_provider_spliced_with_cotahist,,3413,3,2012-04-09,2025-12-30
OIBR4,total_return_provider_spliced_with_cotahist,,3413,4,2012-04-09,2025-12-30
OMGE3,total_return_imputed_distribution,,1088,0,2017-07-31,2021-12-23
ONCO3,total_return_provider_spliced_with_cotahist,,1097,0,2021-08-10,2025-12-30
OPCT3,total_return_provider,,1218,0,2021-02-12,2025-12-30
ORVR3,total_return_provider,,1217,0,2021-02-17,2025-12-30
OSXB3,total_return_provider_spliced_with_cotahist,,3728,2,2011-01-03,2025-12-30
PARD3,total_return_imputed_distribution,,1536,0,2017-02-14,2023-04-28
PCAR3,total_return_provider,,3233,1,2013-01-02,2025-12-30
PCAR4,total_return_imputed_distribution,,2204,0,2011-04-01,2020-02-28
PDGR3,total_return_provider_spliced_with_cotahist,,3728,3,2011-01-03,2025-12-30
PDTC3,total_return_provider,,3233,0,2013-01-02,2025-12-30
PEAB3,total_return_provider_spliced_with_cotahist,,3300,0,2011-01-06,2025-12-30
PEAB4,total_return_provider_spliced_with_cotahist,,3328,0,2011-01-03,2025-12-30
PETR3,total_return_provider_spliced_with_cotahist,,3728,0,2011-01-03,2025-12-30
