decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source
2026-08-12,SNID11.SA,SNID11,etf,SUNO FIC FI,CI,BRSNIDCTF018,2026-08-12,10.27,95654.48933333335,60,123,4151,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BDOM11.SA,BDOM11,etf,INVESTO BDOM,CI,BRBDOMCTF006,2026-08-12,124.27,88699.18666666668,60,5,26,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,WEB311.SA,WEB311,etf,SMART HASH,CI,BRWEB3CTF005,2026-08-12,12.05,84901.198,60,11,707,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,OGIN11.SA,OGIN11,etf,NIKOS INFRA,CI  ER,BROGINCTF010,2026-08-12,7.42,82195.192,60,51,6948,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,AGRI11.SA,AGRI11,etf,BB ETF IAGRO,CI,BRAGRICTF002,2026-08-12,36.61,76239.1275,60,6,16,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SILK11.SA,SILK11,etf,IT NOW CHINA,CI,BRSILKCTF009,2026-08-12,65.3,70567.22491525424,59,2,21,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BITC11.SA,BITC11,etf,BPTEVABITC,CI,BRBITCCTF013,2026-08-12,53.75,66628.96783333333,60,17,895,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,FTCA11.SA,FTCA11,etf,FI AGRO FYTO,CI,BRFTCACTF011,2026-08-12,7.15,66017.5045,60,108,3600,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GBTC11.SA,GBTC11,etf,GBTC BV HASH,CI,BRGBTCCTF009,2026-08-12,26.67,63770.286166666665,60,63,665,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,TOPY11.SA,TOPY11,etf,ETF BV TOPY,CI,BRTOPYCTF007,2026-08-12,110.34,58961.02673913044,46,83,148,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HTEK11.SA,HTEK11,etf,IT NOW HCARE,CI,BRHTEKCTF004,2026-08-12,65.52,54222.338833333335,60,15,1133,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,PEVC11.SA,PEVC11,etf,INVESTO PEVC,CI,BRPEVCCTF000,2026-08-12,177.08,52860.40816666667,60,12,491,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,INFB11.SA,INFB11,etf,INFB INFRA,CI  EA,BRINFBCTF001,2026-08-12,75.12,51859.801,50,6,71,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CRPT11.SA,CRPT11,etf,CRIPTO20 EMP,CI,BRCRPTCTF006,2026-08-12,11.13,50355.740666666665,60,81,3969,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CORN11.SA,CORN11,etf,BB ETF MILHO,CI,BRCORNCTF002,2026-08-12,7.13,49861.19616666667,60,38,21347,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,IRIF11.SA,IRIF11,etf,INFRA IRIF,CI  ER,BRIRIFCTF007,2026-08-12,8.57,45698.044,60,25,316,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BNKS11.SA,BNKS11,etf,INVESTOBANK,CI,BRBNKSCTF000,2026-08-12,45.29,45100.50304347826,23,24,1006,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SCVB11.SA,SCVB11,etf,INVESTO SCVB,CI,BRSCVBCTF000,2026-08-12,77.72,40667.35366666666,60,17,406,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BXPO11.SA,BXPO11,etf,INVESTO BXPO,CI,BRBXPOCTF007,2026-08-12,150.02,39987.92633333334,60,11,248,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,META11.SA,META11,etf,META HASH,CI,BRMETACTF013,2026-08-12,6.69,39903.83183333333,60,29,335,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,XBOV11.SA,XBOV11,etf,CAIXAETFXBOV,CI,BRXBOVCTF005,2026-08-12,163.81,37286.15233333334,60,10,170,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,NBIT11.SA,NBIT11,etf,NUBITCOINFUT,CI,BRNBITCTF002,2026-08-12,25.8,35603.425,60,32,391,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RICO11.SA,RICO11,etf,ETF RICO,CI,BRRICOCTF002,2026-08-12,31.52,35206.09933333333,60,5,1249,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ESGB11.SA,ESGB11,etf,ETF ESG BTG,CI,BRESGBCTF007,2026-08-12,109.0,35032.816666666666,60,2,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SPVT11.SA,SPVT11,etf,SAFRAIBOVPVT,CI,BRSPVTCTF004,2026-08-12,64.56,34052.41883333334,60,4,14,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MILL11.SA,MILL11,etf,DIGITAL LIFE,CI,BRMILLCTF018,2026-08-12,87.6,32150.002068965518,58,16,75,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HERT11.SA,HERT11,etf,ETF HEQREITS,CI,BRHERTCTF009,2026-08-12,20.63,31827.26851851852,54,5,15,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,B3BR11.SA,B3BR11,etf,IT NOW B3BR+,CI,BRB3BRCTF009,2026-08-12,58.82,29261.490943396228,53,5,48,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,QDFI11.SA,QDFI11,etf,QR DEFI,CI,BRQDFICTF000,2026-08-12,1.58,28046.4325,60,31,47566,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,REVE11.SA,REVE11,etf,IT NOW GREEN,CI,BRREVECTF002,2026-08-12,79.12,27709.180545454543,55,11,88,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GOVE11.SA,GOVE11,etf,IT NOW IGCT,CI,BRGOVECTF004,2026-08-12,72.55,27229.48813559322,59,7,44,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,FNOR11.SA,FNOR11,etf,FINOR,CI *,BRFNORCTF013,2026-08-12,0.71,27159.803728813557,59,68,94251000,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,FOMO11.SA,FOMO11,etf,FOMO HASH,CI,BRFOMOCTF004,2026-08-12,16.45,25295.622333333336,60,43,804,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BVBR11.SA,BVBR11,etf,INVCONSTQBRL,CI,BRBVBRCTF004,2026-08-12,20.81,24319.680833333332,60,10,1689,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BBSD11.SA,BBSD11,etf,BB ETF SP DV,CI,BRBBSDCTF000,2026-08-12,123.69,21935.487666666668,60,6,15,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BTHI11.SA,BTHI11,etf,BTG HOTEL FI,CI  ER,BRBTHICTF004,2026-08-12,43.0,21311.618000000002,60,39,1873,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SMAB11.SA,SMAB11,etf,BTG SMLL CAP,CI,BRSMABCTF003,2026-08-12,7.32,18592.1145,60,18,232,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,EBIT11.SA,EBIT11,etf,EMPIRICUSBTC,CI,BREBITCTF001,2026-08-12,54.9,15509.39261904762,42,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,OLEO11.SA,OLEO11,etf,INVESTOOLEO,CI,BROLEOCTF009,2026-08-12,21.97,13423.712857142858,7,25,371,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GBIT11.SA,GBIT11,etf,GLPG BITCOIN,CI,BRGBITCTF006,2026-08-12,62.98,10506.186136363636,44,1,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,XCAP11.SA,XCAP11,etf,TREND SMALL,CI,BRXCAPCTF004,2026-08-12,47.49,10191.375,4,5,313,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RZDL11.SA,RZDL11,etf,FIP RZDL,CI  ER,BRRZDLCTF000,2026-08-12,101.0,9976.5,2,2,148,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,FNAM11.SA,FNAM11,etf,FINAM,CI *,BRFNAMCTF013,2026-08-12,0.38,6610.594,60,90,204435000,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,EETH11.SA,EETH11,etf,BPTEVAETHE,CI,BREETHCTF007,2026-08-12,39.82,4235.1765,60,6,6,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,OROF11.SA,OROF11,etf,GLPG OURO,CI,BROROFCTF003,2026-08-12,103.41,3682.3777777777777,36,2,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CLOB11.SA,CLOB11,etf,BTGP CLOB,CI,BRCLOBCTF000,2026-08-12,95.47,3596.4695,60,2,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BZEQ11.SA,BZEQ11,etf,BTGP BZEQ,CI,BRBZEQCTF001,2026-08-12,95.88,1782.7283333333332,12,1,1,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,FSRF11.SA,FSRF11,etf,FISET FL REF,CI,BRFSRFCTF010,2026-08-12,0.07,1454.2372881355932,59,6,9000,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BRAZ11.SA,BRAZ11,etf,BB ETF BRAZ,CI,BRBRAZCTF007,2026-08-12,11.69,848.8555555555555,54,2,7,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ADSH11.SA,ADSH11,fii,FII ADSH,CI,BRADSHCTF009,2026-08-12,10.89,22377304.135471698,53,4,13,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,KNCR11.SA,KNCR11,fii,FII KINEA RI,CI  ER,BRKNCRCTF000,2026-08-12,105.71,21748023.51066667,60,18835,165568,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,TRXF11.SA,TRXF11,fii,FII TRX REAL,CI  ERS,BRTRXFCTF003,2026-08-12,81.35,20994337.21333333,60,29853,410416,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HGLG11.SA,HGLG11,fii,FII HGLG PAX,CI  ER,BRHGLGCTF004,2026-08-12,145.98,15776566.895833334,60,13255,108594,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,XPML11.SA,XPML11,fii,FII XP MALLS,CI,BRXPMLCTF000,2026-08-12,103.11,15144145.178333335,60,20831,174858,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MXRF11.SA,MXRF11,fii,FII MAXI REN,CI  ER,BRMXRFCTF008,2026-08-12,9.33,14694888.0055,60,35596,1256125,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GGRC11.SA,GGRC11,fii,FII GGR ZAG,CI  ER,BRGGRCCTF002,2026-08-12,9.5,14191885.626833333,60,43862,1688159,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GSFI11.SA,GSFI11,fii,FII GENERAL,CI,BRGSFICTF009,2026-08-12,11.65,11919293.5885,60,60,3303,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BTLG11.SA,BTLG11,fii,FII BTLG,CI,BRBTLGCTF000,2026-08-12,100.05,11801242.671,60,17339,127222,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HSLG11.SA,HSLG11,fii,FII HSI LOG,CI  ER,BRHSLGCTF009,2026-08-12,85.0,10965818.262166668,60,1625,4409,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,GARE11.SA,GARE11,fii,FII GUARDIAN,CI  ER,BRGARECTF001,2026-08-12,8.14,10567596.43,60,31151,861120,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,KNIP11.SA,KNIP11,fii,FII KINEA IP,CI  ER,BRKNIPCTF001,2026-08-12,88.99,10459970.441166667,60,9119,124748,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HIRE11.SA,HIRE11,fii,FII HIRE,CI  ER,BRHIRECTF002,2026-08-12,100.36,9671191.4,12,2,36,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,XPLG11.SA,XPLG11,fii,FII XP LOG,CI  ER,BRXPLGCTF002,2026-08-12,90.02,8741494.284166668,60,7258,75532,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SHPP11.SA,SHPP11,fii,FII SHPP,CI,BRSHPPCTF001,2026-08-12,10.71,8191300.9862857135,35,2,2,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,KNRI11.SA,KNRI11,fii,FII KINEA,CI  ER,BRKNRICTF007,2026-08-12,151.39,7837175.432666666,60,3763,65032,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CPTS11.SA,CPTS11,fii,FII CAPI SEC,CI,BRCPTSCTF004,2026-08-12,7.45,7626328.2455,60,52128,1456467,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,AURB11.SA,AURB11,fii,FII ALI URB,CI,BRAURBCTF008,2026-08-12,83.0,7460034.733333333,6,1,170000,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VISC11.SA,VISC11,fii,FII VINCI SC,CI  ER,BRVISCCTF005,2026-08-12,103.03,6300202.5625,60,5857,36045,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HGRU11.SA,HGRU11,fii,FII HGRU PAX,CI  ER,BRHGRUCTF002,2026-08-12,116.2,6191056.3780000005,60,7148,53304,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,TGAR11.SA,TGAR11,fii,FII TG ATIVO,CI  ER,BRTGARCTF009,2026-08-12,45.5,5543935.947166666,60,5638,58594,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BRCO11.SA,BRCO11,fii,FII BRESCO,CI  ER,BRBRCOCTF007,2026-08-12,111.86,5226973.429333333,60,4826,29929,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SNEL11.SA,SNEL11,fii,FII SUNO EL,CI,BRSNELCTF010,2026-08-12,8.38,5122375.2431666665,60,7904,314835,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HGBS11.SA,HGBS11,fii,FII HEDGEBS,CI  ER,BRHGBSCTF000,2026-08-12,18.78,4601956.566166667,60,6010,183169,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,KNSC11.SA,KNSC11,fii,FII KINEA SC,CI  ER,BRKNSCCTF008,2026-08-12,8.98,4523284.183,60,10742,440829,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,PMLL11.SA,PMLL11,fii,FII PMLL PAX,CI  ER,BRPMLLCTF005,2026-08-12,100.65,4496297.951666667,60,3156,36435,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MCCI11.SA,MCCI11,fii,FII MAUA,CI,BRMCCICTF008,2026-08-12,92.85,4493388.265333334,60,6261,34610,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,KNUQ11.SA,KNUQ11,fii,FII KINEA UN,CI  ER,BRKNUQCTF004,2026-08-12,103.93,4445304.932333333,60,3764,26766,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HSML11.SA,HSML11,fii,FII HSI MALL,CI  ER,BRHSMLCTF007,2026-08-12,83.57,4379609.980833333,60,3646,32761,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VGIR11.SA,VGIR11,fii,FII VALREIII,CI,BRVGIRCTF008,2026-08-12,9.42,4373511.271333333,60,18114,467257,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RBRY11.SA,RBRY11,fii,FII RBRY PAX,CI  ER,BRRBRYCTF004,2026-08-12,81.25,4261486.200166667,60,11132,62917,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RBRR11.SA,RBRR11,fii,FII RBRR PAX,CI  ER,BRRBRRCTF008,2026-08-12,74.31,4199734.589833333,60,4262,37067,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,PVBI11.SA,PVBI11,fii,FII PVBI VBI,CI  ER,BRPVBICTF003,2026-08-12,66.31,3854651.6969999997,60,10916,45860,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,KNCA11.SA,KNCA11,fii,FIAGRO KINEA,CI  ER,BRKNCACTF006,2026-08-12,87.75,3628481.7728333334,60,1946,26123,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,KNHF11.SA,KNHF11,fii,FII KINEA HF,CI  ER,BRKNHFCTF004,2026-08-12,90.65,3611529.0228333334,60,2395,26087,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BTCI11.SA,BTCI11,fii,FII BTG CRI,CI  ER,BRBTCICTF005,2026-08-12,8.95,3594916.04,60,12042,332932,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,KNHY11.SA,KNHY11,fii,FII KINEA HY,CI  ER,BRKNHYCTF005,2026-08-12,97.97,3527491.9855,60,3919,41975,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,JSRE11.SA,JSRE11,fii,FII JS REAL,CI  ER,BRJSRECTF007,2026-08-12,56.6,3508153.6851666663,60,4023,32742,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,LVBI11.SA,LVBI11,fii,FII LVBI VBI,CI  ER,BRLVBICTF002,2026-08-12,98.9,3393624.4456666666,60,3618,50541,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ALZR11.SA,ALZR11,fii,FII ALIANZA,CI,BRALZRCTF006,2026-08-12,9.86,3340373.2418333334,60,18446,359403,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RECR11.SA,RECR11,fii,FII REC RECE,CI  ER,BRRECRCTF004,2026-08-12,75.5,3138059.7486666664,60,3105,47577,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BTHF11.SA,BTHF11,fii,FII BTHF,CI  ER,BRBTHFCTF000,2026-08-12,8.66,3088451.1863333336,60,11114,550837,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VGIA11.SA,VGIA11,fii,FIAGRO VGIA,CI,BRVGIACTF004,2026-08-12,8.3,3085967.7848333335,60,5612,241246,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HGCR11.SA,HGCR11,fii,FII HGCR PAX,CI  ER,BRHGCRCTF000,2026-08-12,89.53,3056818.871166667,60,3790,19449,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RZTR11.SA,RZTR11,fii,FII RIZA TX,CI  ER,BRRZTRCTF003,2026-08-12,83.86,3016270.5061666667,60,3052,27645,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,PCIP11.SA,PCIP11,fii,FII PCIP PAX,CI  ER,BRPCIPCTF003,2026-08-12,73.44,2988079.998,60,3619,39760,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,IRIM11.SA,IRIM11,fii,FII IRIM,CI  ER,BRIRIMCTF003,2026-08-12,61.42,2918793.3761666664,60,4478,51515,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RURA11.SA,RURA11,fii,FIAGRO RURA,CI  ER,BRRURACTF004,2026-08-12,8.05,2880075.7491666665,60,7313,257047,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MCRE11.SA,MCRE11,fii,FII MAUA RE,CI,BRMCRECTF013,2026-08-12,8.73,2862188.3755,60,13399,156263,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VILG11.SA,VILG11,fii,FII VINCI LG,CI  ER,BRVILGCTF001,2026-08-12,89.37,2684894.867333333,60,3972,20676,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VGHF11.SA,VGHF11,fii,FII VALOR HE,CI  ER,BRVGHFCTF005,2026-08-12,5.04,2499989.9406666667,60,6194,500807,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,KORE11.SA,KORE11,fii,FII KORE,CI  ER,BRKORECTF012,2026-08-12,65.13,2386086.1815000004,60,4367,19230,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VCJR11.SA,VCJR11,fii,FII VECTIS,CI  ER,BRVCJRCTF005,2026-08-12,66.88,2336531.1338333334,60,6296,33275,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RBRX11.SA,RBRX11,fii,FII RBRX PAX,CI,BRRBRXCTF006,2026-08-12,7.35,2315861.242666667,60,5102,241814,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,PSEC11.SA,PSEC11,fii,FII PSEC PAX,CI  ER,BRPSECCTF006,2026-08-12,50.89,2294572.7,60,1899,32141,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CPSH11.SA,CPSH11,fii,FII CPSH,CI,BRCPSHCTF017,2026-08-12,9.69,2254259.9543333333,60,5260,134663,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,TRXB11.SA,TRXB11,fii,FII TRX R II,CI  ER,BRTRXBCTF002,2026-08-12,181.5,2250547.775833333,60,25,112,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,CLIN11.SA,CLIN11,fii,FII CLAVE IN,CI  ER,BRCLINCTF007,2026-08-12,85.26,2226438.1606666665,60,835,6082,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,FATN11.SA,FATN11,fii,FII ATHENA I,CI  ER,BRFATNCTF000,2026-08-12,77.97,2196192.0633333335,60,845,18251,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HGRE11.SA,HGRE11,fii,FII HGRE PAX,CI  ER,BRHGRECTF006,2026-08-12,116.01,2187423.6858333335,60,1781,12577,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HFOF11.SA,HFOF11,fii,FII HTOPFOF3,CI  ER,BRHFOFCTF002,2026-08-12,6.12,2144800.1914999997,60,4174,155083,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VRTA11.SA,VRTA11,fii,FII FATOR VE,CI  ER,BRVRTACTF008,2026-08-12,69.49,2142691.0338333333,60,2055,19473,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BTRU11.SA,BTRU11,fii,FII BTRU,CI,BRBTRUCTF008,2026-08-12,85.85,2064373.9561538463,13,24,3076,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RBVA11.SA,RBVA11,fii,FII RIOB VA,CI  ER,BRRBVACTF006,2026-08-12,8.8,2045898.1923333334,60,4832,87636,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,VGIP11.SA,VGIP11,fii,FII VALORAIP,CI,BRVGIPCTF002,2026-08-12,75.13,2019140.1369999999,60,3117,25335,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,SNAG11.SA,SNAG11,fii,FIAGRO SUNO,CI,BRSNAGCTF000,2026-08-12,9.85,1973618.7380000001,60,3160,168068,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MFII11.SA,MFII11,fii,FII MERITO I,CI  ER,BRMFIICTF008,2026-08-12,30.52,1820205.7528333333,60,1541,50040,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,XPCI11.SA,XPCI11,fii,FII XP CRED,CI  ER,BRXPCICTF007,2026-08-12,78.26,1819112.6981666668,60,1705,17924,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,JSAF11.SA,JSAF11,fii,FII JS A FIN,CI  ER,BRJSAFCTF000,2026-08-12,6.81,1642173.5765,60,4989,141522,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,MANA11.SA,MANA11,fii,FII MANATI,CI  ER,BRMANACTF006,2026-08-12,9.04,1522154.0846666666,60,2422,64957,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,TEPP11.SA,TEPP11,fii,FII TEL PROP,CI  ER,BRTEPPCTF006,2026-08-12,7.57,1401480.926,60,1758,127489,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RZAK11.SA,RZAK11,fii,FII RIZA AKN,CI,BRRZAKCTF008,2026-08-12,77.92,1393744.7903333334,60,1503,14943,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RZAG11.SA,RZAG11,fii,FIAGRO RIZA,CI  ER,BRRZAGCTF006,2026-08-12,8.15,1355704.162,60,2134,135767,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,BRCR11.SA,BRCR11,fii,FII BC FUND,CI  ER,BRBRCRCTF000,2026-08-12,39.09,1264157.3461666666,60,3167,23899,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,RBRP11.SA,RBRP11,fii,FII RBRP PAX,CI  ER,BRRBRPCTF002,2026-08-12,43.29,1185173.9943333333,60,2784,12215,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,HABT11.SA,HABT11,fii,FII HABIT II,CI  ER,BRHABTCTF001,2026-08-12,68.94,1135164.1778333334,60,981,24293,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
2026-08-12,ITRI11.SA,ITRI11,fii,FII ITRI,CI  ER,BRITRICTF008,2026-08-12,74.65,1123379.6473333335,60,2011,9376,B3 COTAHIST official annual file; last trading session 2026-08-12; 60-session average traded value
