alert_drawdown,severe_drawdown,alert_volatility,severe_volatility,alert_equity_cap,severe_equity_cap,recovery_days,cost_bps,volatility_window,peak_window,train_cagr,train_max_drawdown,train_score,holdout_cumulative_return,holdout_cagr,holdout_annual_volatility,holdout_sharpe_excess_cdi,holdout_max_drawdown,holdout_overlay_turnover
0.08,0.18,0.3,0.5,0.65,0.2,20,10.0,20,126,0.1551897929408803,-0.2994417913104048,0.0803293451132791,2.194562344612463,0.18048036242791032,0.16774960078848652,0.570122224480825,-0.2161774033554945,6.499999999999998
0.08,0.18,0.3,0.5,0.65,0.25,5,10.0,20,126,0.1781811168831593,-0.29200841764770336,0.10517901247123346,2.0552926074268987,0.17298716077803067,0.17631611798326205,0.5140537899458448,-0.2335756910943041,9.599999999999998
0.08,0.18,0.3,0.5,0.65,0.25,10,10.0,20,126,0.17216452274911553,-0.2994329560549477,0.09730628373537861,2.0644598013836037,0.1734892964183068,0.17472169334222762,0.5196538456582295,-0.23357569109430398,7.599999999999999
0.08,0.18,0.3,0.5,0.65,0.25,20,10.0,20,126,0.15485307049564612,-0.2976396789365964,0.08044315076149702,2.1789710053382825,0.17965557318982617,0.16985381317007012,0.5609886837094855,-0.2335756910943042,6.1999999999999975
0.08,0.18,0.3,0.5,0.65,0.35,5,10.0,20,126,0.175984349985711,-0.28984278563693,0.1035236535764785,2.0272647515481377,0.17144387591760268,0.18127481320716585,0.4975836803103085,-0.2679988796612106,8.799999999999997
0.08,0.18,0.3,0.5,0.65,0.35,10,10.0,20,126,0.16919151328691906,-0.29543223502522764,0.09533345453061215,2.0546479357936884,0.1729518001274848,0.17986067311670317,0.5073638811929196,-0.26799887966121017,6.999999999999998
0.08,0.18,0.3,0.5,0.65,0.35,20,10.0,20,126,0.15407859886575714,-0.29405536795147524,0.08056475687788833,2.1427470539732996,0.1777258404264319,0.17533920585788432,0.5394284479345665,-0.2679988796612106,5.599999999999998
0.08,0.18,0.35,0.55,0.5,0.2,5,10.0,20,126,0.15954768568464717,-0.26348362424730576,0.09367677962282073,2.005381847768999,0.1702304105689969,0.16693329019008749,0.5189575412109697,-0.20433640344465942,12.099999999999998
0.08,0.18,0.35,0.55,0.5,0.2,10,10.0,20,126,0.15828352303579707,-0.26929026634743347,0.0909609564489387,2.0003371102044327,0.1699495925978889,0.16511406426133612,0.5213924430921595,-0.20433640344465942,10.4
0.08,0.18,0.35,0.55,0.5,0.2,20,10.0,20,126,0.14932414328792842,-0.26793902001042613,0.08233938828532189,2.003179893890082,0.17010788737529214,0.1581664832362764,0.5380987960285117,-0.2043364034446593,8.6
0.08,0.18,0.35,0.55,0.5,0.25,5,10.0,20,126,0.15849963229231467,-0.2623475666645403,0.0929127406261796,1.9939194370926878,0.1695917639435769,0.16891335594621779,0.511580810474359,-0.221996565314726,11.699999999999998
0.08,0.18,0.35,0.55,0.5,0.25,10,10.0,20,126,0.15685124164844044,-0.26719564074369806,0.09005233146251593,1.9979519478465928,0.16981668034635233,0.1671702238018394,0.5163540249630276,-0.2219965653147259,10.099999999999998
0.08,0.18,0.35,0.55,0.5,0.25,20,10.0,20,126,0.1489891796277265,-0.2660557987490715,0.08247522994045864,1.9885259588329105,0.16929053227253332,0.16039543429892308,0.5284276602031441,-0.221996565314726,8.299999999999999
0.08,0.18,0.35,0.55,0.5,0.35,5,10.0,20,126,0.15633979709352053,-0.2600908449207786,0.09131708586332588,1.9664626070011213,0.16805339729247337,0.17408091373357354,0.49388567574705405,-0.25693794615646537,10.9
0.08,0.18,0.35,0.55,0.5,0.35,10,10.0,20,126,0.15391718958620326,-0.26301068569750286,0.08816451816182755,1.9883617233320998,0.1692813522313683,0.1725320606158064,0.5029721184891323,-0.2569379461564657,9.5
0.08,0.18,0.35,0.55,0.5,0.35,20,10.0,20,126,0.14821873865083557,-0.26231016384338635,0.08264119768998898,1.9544788975117182,0.16737813860086215,0.1661913171263329,0.5057667055046526,-0.2569379461564656,7.699999999999999
0.08,0.18,0.35,0.55,0.55,0.2,5,10.0,20,126,0.16472031237901108,-0.27345514499926427,0.09635652612919501,2.0625616273964194,0.1733854292002619,0.17005245782500983,0.5286209027350345,-0.20828485261369845,10.799999999999997
0.08,0.18,0.35,0.55,0.55,0.2,10,10.0,20,126,0.16466183225219289,-0.2801317074465841,0.09462890539054686,2.059268768917787,0.1732051145185054,0.16841756959428275,0.5312092206208486,-0.20828485261369845,9.299999999999997
0.08,0.18,0.35,0.55,0.55,0.2,20,10.0,20,126,0.15444775217073592,-0.2785636945015939,0.08480682854533744,2.1061042251832283,0.1757542977674702,0.16230072294972872,0.558626647243025,-0.20828485261369845,7.699999999999998
0.08,0.18,0.35,0.55,0.55,0.25,5,10.0,20,126,0.16366755337004335,-0.27233452751532183,0.09558392149121289,2.0508797907220324,0.1727449869087816,0.1719969874731415,0.521374697864536,-0.2258576940731204,10.399999999999999
0.08,0.18,0.35,0.55,0.55,0.25,10,10.0,20,126,0.16322165338679717,-0.2780681817525663,0.0937046079486556,2.056835306462005,0.1730717528487613,0.17043424258227982,0.5262721172184073,-0.2258576940731205,8.999999999999998
0.08,0.18,0.35,0.55,0.55,0.25,20,10.0,20,126,0.1541112785549641,-0.27670782856299936,0.08493432141421425,2.090946920216668,0.17493293584534686,0.16447400837025403,0.5491063080559434,-0.2258576940731204,7.399999999999999
0.08,0.18,0.35,0.55,0.55,0.35,5,10.0,20,126,0.1614980225777467,-0.2701084782720178,0.09397090300974226,2.022897859483751,0.17120232196539242,0.17707529499482771,0.5039564755364183,-0.26062628650260045,9.599999999999998
0.08,0.18,0.35,0.55,0.55,0.35,10,10.0,20,126,0.16027142355616442,-0.2739453633418768,0.09178508272069522,2.0470537632304278,0.1725347726988644,0.1756972021232961,0.5131252131603641,-0.26062628650260034,8.399999999999999
0.08,0.18,0.35,0.55,0.55,0.35,20,10.0,20,126,0.15333736954945953,-0.2730166028493979,0.08508321883711006,2.0557306761678436,0.17301118547887118,0.17013168324316744,0.5267120599736127,-0.26062628650260067,6.799999999999997
0.08,0.18,0.35,0.55,0.65,0.2,5,10.0,20,126,0.17897112624106581,-0.2930986219193984,0.10569647076121622,2.154202544187625,0.17833815271156594,0.1748276521650948,0.5433746781506857,-0.21617740335549473,9.199999999999998
0.08,0.18,0.35,0.55,0.65,0.2,10,10.0,20,126,0.17905002846082008,-0.30143537096457307,0.10369118571967681,2.1065643243864303,0.17577917639527652,0.1731874746425026,0.5341356662785667,-0.2161774033554945,7.899999999999998
0.08,0.18,0.35,0.55,0.65,0.2,20,10.0,20,126,0.16616102433306335,-0.29944179131040505,0.09130057650546208,2.214622244061907,0.18153648010371137,0.16822593050799986,0.5743895307250402,-0.2161774033554945,6.699999999999998
0.08,0.18,0.35,0.55,0.65,0.25,5,10.0,20,126,0.17790539764840263,-0.2920084176477038,0.10490329323647668,2.14216838671919,0.17769485910649663,0.17672035669682493,0.5363197233299102,-0.2335756910943041,8.799999999999997
0.08,0.18,0.35,0.55,0.65,0.25,10,10.0,20,126,0.1775920082792366,-0.2994329560549476,0.10273376926549971,2.1040902935376984,0.17564536263932307,0.1751499615425761,0.5294635150947468,-0.23357569109430398,7.599999999999999
0.08,0.18,0.35,0.55,0.65,0.25,20,10.0,20,126,0.16582110391994265,-0.29763967893659604,0.09141118418579364,2.198933000704343,0.18071095296729256,0.17032426645573218,0.5652483785647553,-0.2335756910943042,6.399999999999998
0.08,0.18,0.35,0.55,0.65,0.35,5,10.0,20,126,0.1757091448407484,-0.2898427856369298,0.10324844843151595,2.113343572206919,0.17614538038495797,0.181668058041834,0.5193109976604378,-0.2679988796612106,7.999999999999998
0.08,0.18,0.35,0.55,0.65,0.35,10,10.0,20,126,0.17460523286053387,-0.29543223502522775,0.10074717410422693,2.094151538026708,0.1751068787999983,0.18027671379094146,0.5169585492397614,-0.26799887966121017,6.999999999999998
0.08,0.18,0.35,0.55,0.65,0.35,20,10.0,20,126,0.16503927686888398,-0.2940553679514749,0.09152543488101525,2.162481585059855,0.178779493766978,0.17579499576356677,0.5436584268779456,-0.2679988796612106,5.799999999999997
0.08,0.18,0.4,0.6000000000000001,0.5,0.2,5,10.0,20,126,0.16344264884143822,-0.2634836242473063,0.09757174277961164,2.005381847768999,0.1702304105689969,0.16693329019008749,0.5189575412109697,-0.20433640344465942,12.099999999999998
0.08,0.18,0.4,0.6000000000000001,0.5,0.2,10,10.0,20,126,0.16863201656332438,-0.26929026634743325,0.10130944997646607,2.0003371102044327,0.1699495925978889,0.16511406426133612,0.5213924430921595,-0.20433640344465942,10.4
0.08,0.18,0.4,0.6000000000000001,0.5,0.2,20,10.0,20,126,0.1513036196346842,-0.26793902001042635,0.0843188646320776,2.003179893890082,0.17010788737529214,0.1581664832362764,0.5380987960285117,-0.2043364034446593,8.6
0.08,0.18,0.4,0.6000000000000001,0.5,0.25,5,10.0,20,126,0.16239107499936534,-0.26234756666454073,0.09680418333323015,1.9939194370926878,0.1695917639435769,0.16891335594621779,0.511580810474359,-0.221996565314726,11.699999999999998
