decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2016-01-04,DAGB33.SA,DAGB33,bdr,DUFRY AG,DR3,BRDAGBBDR008,2016-01-04,468.5,7771998.013166667,60,936,21595,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,THRA11B.SA,THRA11B,fii,FII BM THERA,CI      MB,BRTHRACTF007,2016-01-04,61.0,256371.4425,60,12,547,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,HTMX11B.SA,HTMX11B,fii,FII HOTEL MX,CI  ER  MB,BRHTMXCTF000,2016-01-04,93.25,235764.10266666667,60,12,130,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RNGO11.SA,RNGO11,fii,FII RIONEGRO,CI  ER,BRRNGOCTF003,2016-01-04,73.55,232386.72883333333,60,82,3197,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,EDGA11B.SA,EDGA11B,fii,FII GALERIA,CI  ER  MB,BREDGACTF001,2016-01-04,53.55,222406.86116666667,60,62,4063,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FLCI11.SA,FLCI11,fii,FII LCI PREM,CI,BRFLCICTF003,2016-01-04,11625.0,221339.40039999998,50,4,30,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BPFF11.SA,BPFF11,fii,FII ABSOLUTO,CI  ER,BRBPFFCTF002,2016-01-04,66.48,207804.4615,60,26,1095,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,XPCM11.SA,XPCM11,fii,FII XP MACAE,CI  ER,BRXPCMCTF009,2016-01-04,70.4,198188.46716666667,60,39,1752,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FVBI11B.SA,FVBI11B,fii,FII VBI 4440,CI  ER  MB,BRFVBICTF004,2016-01-04,76.0,162015.37900000002,60,23,711,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,XPGA11.SA,XPGA11,fii,FII XP GAIA,CI  ER,BRXPGACTF005,2016-01-04,81.02,158024.851,60,42,3489,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,ALMI11B.SA,ALMI11B,fii,FII TORRE AL,CI  ER  MB,BRALMICTF003,2016-01-04,1560.0,145729.91354166667,48,65,331,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FCFL11B.SA,FCFL11B,fii,FII CAMPUSFL,CI      MB,BRFCFLCTF009,2016-01-04,1265.0,136752.84263157894,57,6,22,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,AEFI11.SA,AEFI11,fii,FII AESAPAR,CI  ER,BRAEFICTF002,2016-01-04,101.0,127204.822,60,18,494,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,VLOL11.SA,VLOL11,fii,FII OLIMPIA,CI  ER,BRVLOLCTF009,2016-01-04,58.0,125876.14771929824,57,14,390,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SDIL11.SA,SDIL11,fii,FII SDI LOG,CI  ER,BRSDILCTF004,2016-01-04,69.9,125382.80016666667,60,5,11,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BBVJ11.SA,BBVJ11,fii,FII C JARDIM,CI  ER,BRBBVJCTF001,2016-01-04,53.5,123545.69783333334,60,21,425,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,GWIR11.SA,GWIR11,fii,FII GWI RI,CIA ER,BRGWIRCTF006,2016-01-04,278.99,123525.32380000001,50,1,1,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,PQDP11.SA,PQDP11,fii,FII D PEDRO,CI  ER,BRPQDPCTF004,2016-01-04,1410.0,111676.71672413794,58,11,36,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,SPTW11.SA,SPTW11,fii,FII SP DOWNT,CI  ER,BRSPTWCTF002,2016-01-04,60.2,108198.03199999999,60,51,756,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,NSLU11B.SA,NSLU11B,fii,FII LOURDES,CI  ER  MB,BRNSLUCTF008,2016-01-04,175.0,104360.50266666667,60,7,59,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FEXC11B.SA,FEXC11B,fii,FII EXCELLEN,CI      MB,BRFEXCCTF007,2016-01-04,94.0,102666.305,60,28,1436,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,VRTA11.SA,VRTA11,fii,FII FATOR VE,CI  ER,BRVRTACTF008,2016-01-04,107.0,96900.42166666666,60,42,1554,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TRXL11.SA,TRXL11,fii,FII TRX LOG,CI,BRTRXLCTF001,2016-01-04,67.0,83845.18881355932,59,9,106,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BBRC11.SA,BBRC11,fii,FII BB CORP,CI  ER,BRBBRCCTF004,2016-01-04,84.0,79437.21305084747,59,5,36,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MBRF11.SA,MBRF11,fii,FII MERC BR,CI,BRMBRFCTF004,2016-01-04,760.0,78711.78087719298,57,3,22,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,XTED11.SA,XTED11,fii,FII TRXE COR,CI  ER,BRXTEDCTF006,2016-01-04,39.0,75901.007,60,17,836,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FFCI11.SA,FFCI11,fii,FII RIOB RC,CI,BRFFCICTF005,2016-01-04,1.29,74556.72316666666,60,228,13034,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RBGS11.SA,RBGS11,fii,FII RB GSB I,CI  ER,BRRBGSCTF009,2016-01-04,39.0,74519.5775,60,18,429,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FIGS11.SA,FIGS11,fii,FII GEN SHOP,CI  ER,BRFIGSCTF009,2016-01-04,61.0,65767.60833333334,60,36,1185,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,ONEF11.SA,ONEF11,fii,FII THE ONE,CI,BRONEFCTF003,2016-01-04,779.7,65504.82673076923,52,22,162,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FIIP11B.SA,FIIP11B,fii,FII RB CAP I,CI  ER  MB,BRFIIPCTF001,2016-01-04,138.05,56908.848,60,5,57,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FAED11B.SA,FAED11B,fii,FII ANH EDUC,CI      MB,BRFAEDCTF003,2016-01-04,147.0,54102.830517241375,58,8,70,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MAXR11B.SA,MAXR11B,fii,FII MAX RET,CI      MB,BRMAXRCTF009,2016-01-04,1019.02,53300.282181818184,55,16,36,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RBVO11.SA,RBVO11,fii,FII RIOBCRI2,CI  ER,BRRBVOCTF007,2016-01-04,74.0,52826.7730952381,42,3,581,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RBRD11.SA,RBRD11,fii,FII RB II,CI  ER,BRRBRDCTF008,2016-01-04,59.1,52085.54101694915,59,3,30,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FAMB11B.SA,FAMB11B,fii,FII ALMIRANT,CI  ER  MB,BRFAMBCTF018,2016-01-04,3750.0,48877.82081081081,37,4,51,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CTXT11.SA,CTXT11,fii,FII C TEXTIL,CI  ER,BRCTXTCTF014,2016-01-04,3.13,40175.30464285715,56,2,91,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,HGCR11.SA,HGCR11,fii,FII CSHG CRI,CI  ER,BRHGCRCTF000,2016-01-04,925.0,36101.706545454545,55,3,5,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BMLC11B.SA,BMLC11B,fii,FII BMBRC LC,CI      MB,BRBMLCCTF004,2016-01-04,81.0,34569.69403508772,57,7,165,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FLRP11B.SA,FLRP11B,fii,FII FLORIPA,CI  ER  MB,BRFLRPCTF006,2016-01-04,600.0,28714.37681818182,44,3,46,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,EURO11.SA,EURO11,fii,FII EUROPAR,CI  ER,BREUROCTF011,2016-01-04,160.0,28626.185277777775,36,5,36,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FIXX11.SA,FIXX11,fii,FII FATORFIX,CI  ER,BRFIXXCTF004,2016-01-04,70.99,22889.190526315786,57,13,234,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BCRI11.SA,BCRI11,fii,FII BEES CRI,CI  ER,BRBCRICTF009,2016-01-04,96.79,22744.857166666665,60,1,1,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,CNES11B.SA,CNES11B,fii,FII CENESP,CI  ER  MB,BRCNESCTF001,2016-01-04,88.0,20341.894642857143,56,6,68,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,HCRI11B.SA,HCRI11B,fii,FII CRIANCA,CI      MB,BRHCRICTF006,2016-01-04,212.22,19320.86311111111,45,7,23,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FPAB11.SA,FPAB11,fii,FII A BRANCA,CI  ER,BRFPABCTF011,2016-01-04,300.0,17712.286666666667,57,8,45,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MFII11.SA,MFII11,fii,FII MERITO I,CI  ER,BRMFIICTF008,2016-01-04,100.7,15650.38487804878,41,2,502,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,FLMA11.SA,FLMA11,fii,FII S F LIMA,CI,BRFLMACTF009,2016-01-04,1.81,15537.33,60,15,5812,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,KNRE11.SA,KNRE11,fii,FII KII REAL,CI,BRKNRECTF006,2016-01-04,1.1,14026.694062499999,32,3,14110,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,EDFO11B.SA,EDFO11B,fii,FII OURINVES,CI  ER  MB,BREDFOCTF004,2016-01-04,200.0,10502.10361111111,36,2,46,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,TRNT11B.SA,TRNT11B,fii,FII TORRE NO,CI      MB,BRTRNTCTF013,2016-01-04,145.0,9160.663714285714,35,6,43,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RBCB11.SA,RBCB11,fii,FII RIOBRCIB,CI  ERA,BRRBCBCTF004,2016-01-04,573.99,6483.34,8,1,1,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,PLRI11.SA,PLRI11,fii,FII POLO I,CI  ER,BRPLRICTF000,2016-01-04,116.63,5067.326071428572,28,1,1,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,ABCP11.SA,ABCP11,fii,FII ABC IMOB,CI  ER,BRABCPCTF000,2016-01-04,9.43,4830.695094339622,53,1,1,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,DRIT11B.SA,DRIT11B,fii,FII MTGESTAO,CI      MB,BRDRITCTF009,2016-01-04,107.0,1704.8348,25,1,2,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BBDC2.SA,BBDC2,other,BRADESCO,DIR PRE N1,BRBBDCD13PR8,2016-01-04,1.87,1069327.0,1,445,558700,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,MYPK11.SA,MYPK11,other,IOCHP-MAXION,BNS ORD NM,BRMYPKN01OR1,2016-01-04,0.5,106030.91666666667,12,1,117800,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BBDC1.SA,BBDC1,other,BRADESCO,DIR ORD N1,BRBBDCD13OR1,2016-01-04,0.72,100897.0,1,145,89600,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,RUMO1.SA,RUMO1,other,RUMO LOG,DIR ORD NM,BRRUMOD01OR8,2016-01-04,0.27,42881.333333333336,3,330,263100,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
2016-01-04,BPHA11.SA,BPHA11,other,BR PHARMA,BNS ORD NM,BRBPHAN01OR0,2016-01-04,0.02,448.5925925925926,27,11,88200,B3 COTAHIST official annual file; last trading session 2016-01-04; 60-session average traded value,2016
