decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2022-01-03,XPBR31.SA,XPBR31,bdr,XP INC,DR1,BRXPBRBDR001,2022-01-03,164.84,223887268.54466668,60,10395,369633,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,XFIX11.SA,XFIX11,etf,TREND IFIX-L,CI,BRXFIXCTF004,2022-01-03,9.89,314447.0451666667,60,226,14312,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BTEK11.SA,BTEK11,etf,INVESTO BTEK,CI,BRBTEKCTF007,2022-01-03,105.37,310106.4036363636,11,8,123,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,YDRO11.SA,YDRO11,etf,IT NOW HYDRO,CI,BRYDROCTF007,2022-01-03,53.9,265497.50416666665,60,48,1479,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BBSD11.SA,BBSD11,etf,BB ETF SP DV,CI,BRBBSDCTF000,2022-01-03,81.83,166898.97066666666,60,78,1241,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,REVE11.SA,REVE11,etf,IT NOW GREEN,CI,BRREVECTF002,2022-01-03,64.26,164512.58316666668,60,15,318,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GENB11.SA,GENB11,etf,ETF BTG GENB,CI,BRGENBCTF008,2022-01-03,10.21,162476.43399999998,60,13,55,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SHOT11.SA,SHOT11,etf,IT NOW SHOT,CI,BRSHOTCTF006,2022-01-03,43.32,153493.859,60,27,209,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ECOO11.SA,ECOO11,etf,ISHARES ECOO,CI,BRECOOCTF008,2022-01-03,93.47,132779.99916666668,60,11,66,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,XMAL11.SA,XMAL11,etf,TREND SMALL,CI,BRXMALCTF002,2022-01-03,7.38,130426.76416666666,60,175,27551,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HTEK11.SA,HTEK11,etf,IT NOW HCARE,CI,BRHTEKCTF004,2022-01-03,59.56,130082.07383333333,60,27,650,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,DNAI11.SA,DNAI11,etf,IT NOW DNA,CI,BRDNAICTF008,2022-01-03,54.4,109167.94766666667,60,59,717,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GOVE11.SA,GOVE11,etf,IT NOW IGCT,CI,BRGOVECTF004,2022-01-03,46.2,101216.20950000001,60,59,1864,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TEQI11.SA,TEQI11,etf,FIA EQI TECH,CI,BRTEQICTF009,2022-01-03,10.0,95235.05517241379,58,30,3245,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MILL11.SA,MILL11,etf,IT NOW MILL,CI,BRMILLCTF018,2022-01-03,62.25,94305.21916666668,60,14,207,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SMAB11.SA,SMAB11,etf,BTG SMLL CAP,CI,BRSMABCTF003,2022-01-03,8.42,82218.40491525423,59,8,1420,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GURU11.SA,GURU11,etf,ETF GURU,CI,BRGURUCTF005,2022-01-03,9.86,78798.204,5,54,12178,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,XBOV11.SA,XBOV11,etf,CAIXAETFXBOV,CI,BRXBOVCTF005,2022-01-03,101.83,74601.50466666667,60,22,124,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ISUS11.SA,ISUS11,etf,IT NOW ISE,CI,BRISUSCTF003,2022-01-03,35.92,72028.59633333333,60,27,861,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,FNAM11.SA,FNAM11,etf,FINAM,CI *,BRFNAMCTF013,2022-01-03,0.18,60153.946833333335,60,57,853047000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SPXB11.SA,SPXB11,etf,BTG S&P 500,CI,BRSPXBCTF008,2022-01-03,11.8,46940.59683333334,60,77,1448,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,FNOR11.SA,FNOR11,etf,FINOR,CI *,BRFNORCTF013,2022-01-03,0.8,37949.14116666667,60,54,41829000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,FPOR11.SA,FPOR11,etf,FIP PORT SUD,CI,BRFPORCTF000,2022-01-03,7.7,13266.941250000002,24,1,1,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,FSRF11.SA,FSRF11,etf,FISET FL REF,CI,BRFSRFCTF010,2022-01-03,0.21,7550.0,52,1,13000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KNCR11.SA,KNCR11,fii,FII KINEA RI,CI  ER,BRKNCRCTF000,2022-01-03,102.5,11635822.723666666,60,7190,39594,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KNIP11.SA,KNIP11,fii,FII KINEA IP,CI  ER,BRKNIPCTF001,2022-01-03,103.7,11561514.257333333,60,2138,86954,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HCTR11.SA,HCTR11,fii,FII HECTARE,CI,BRHCTRCTF003,2022-01-03,127.53,8812733.790333334,60,4312,66300,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,IRDM11.SA,IRDM11,fii,FII IRIDIUM,CI,BRIRDMCTF004,2022-01-03,106.78,8721400.135166667,60,8390,108794,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CPTS11.SA,CPTS11,fii,FII CAPI SEC,CI,BRCPTSCTF004,2022-01-03,97.15,8365676.524499999,60,12021,86513,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RECR11.SA,RECR11,fii,FII REC RECE,CI,BRRECRCTF004,2022-01-03,100.7,7385321.746,60,4342,77021,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,DEVA11.SA,DEVA11,fii,FII DEVANT,CI,BRDEVACTF000,2022-01-03,104.6,6886743.591,60,5638,64710,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MXRF11.SA,MXRF11,fii,FII MAXI REN,CI  ER,BRMXRFCTF008,2022-01-03,9.93,5637515.007,60,18883,596372,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HGLG11.SA,HGLG11,fii,FII CSHG LOG,CI  ER,BRHGLGCTF004,2022-01-03,168.68,5436790.318166667,60,5513,30748,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,XPLG11.SA,XPLG11,fii,FII XP LOG,CI  ER,BRXPLGCTF002,2022-01-03,99.66,5084743.5216666665,60,12863,61712,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MCCI11.SA,MCCI11,fii,FII MAUA,CI,BRMCCICTF008,2022-01-03,101.65,4721051.501333333,60,5528,44637,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BTLG11.SA,BTLG11,fii,FII BTLG,CI,BRBTLGCTF000,2022-01-03,106.0,4378821.969166667,60,5082,54886,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HGRU11.SA,HGRU11,fii,FII CSHG URB,CI  ER,BRHGRUCTF002,2022-01-03,114.31,4132510.9614999997,60,15650,50239,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,URPR11.SA,URPR11,fii,FII URCA REN,CI  ER,BRURPRCTF002,2022-01-03,110.9,3960985.041,60,5686,54863,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VILG11.SA,VILG11,fii,FII VINCI LG,CI  ER,BRVILGCTF001,2022-01-03,97.18,3815367.3263333337,60,19548,181919,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CVBI11.SA,CVBI11,fii,FII VBI CRI,CI,BRCVBICTF001,2022-01-03,102.9,3673505.245666667,60,2476,32386,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,XPML11.SA,XPML11,fii,FII XP MALLS,CI,BRXPMLCTF000,2022-01-03,97.46,3606863.6051666667,60,5811,29867,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RZTR11.SA,RZTR11,fii,FII RIZA TX,CI  ER,BRRZTRCTF003,2022-01-03,101.0,3467362.5926666665,60,3201,23588,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KNSC11.SA,KNSC11,fii,FII KINEA SC,CI  ER,BRKNSCCTF008,2022-01-03,99.6,3454499.6983333332,60,2241,31850,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TGAR11.SA,TGAR11,fii,FII TG ATIVO,CI  ER,BRTGARCTF009,2022-01-03,119.25,3447054.929,60,3046,19376,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KNRI11.SA,KNRI11,fii,FII KINEA,CI  ER,BRKNRICTF007,2022-01-03,136.9,3446882.9981666664,60,5080,31158,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HABT11.SA,HABT11,fii,FII HABIT II,CI  ER,BRHABTCTF001,2022-01-03,107.52,3436613.577,60,1670,23474,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HSRE11.SA,HSRE11,fii,FII HSIRENDA,CI  ER,BRHSRECTF001,2022-01-03,100.0,3338476.2531578946,38,3,53,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TRXB11.SA,TRXB11,fii,FII TRX R II,CI  ER,BRTRXBCTF002,2022-01-03,115.98,3063777.553333333,48,8,14,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BCFF11.SA,BCFF11,fii,FII BC FFII,CI,BRBCFFCTF000,2022-01-03,71.07,3037643.151,60,6027,36214,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BRCO11.SA,BRCO11,fii,FII BRESCO,CI  ER,BRBRCOCTF007,2022-01-03,101.54,2864377.719666667,60,6274,40574,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KNHY11.SA,KNHY11,fii,FII KINEA HY,CI  ER,BRKNHYCTF005,2022-01-03,108.85,2816323.534,60,741,28013,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TRXF11.SA,TRXF11,fii,FII TRX REAL,CI  ER,BRTRXFCTF003,2022-01-03,101.08,2802002.7403333336,60,735,9226,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RBRR11.SA,RBRR11,fii,FII RBRHGRAD,CI,BRRBRRCTF008,2022-01-03,99.0,2780187.757666667,60,6023,26774,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,JSRE11.SA,JSRE11,fii,FII JS REAL,CI  ER,BRJSRECTF007,2022-01-03,80.58,2738615.8996666665,60,3728,19976,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TSER11.SA,TSER11,fii,FII TISHMAN,CI  ER,BRTSERCTF006,2022-01-03,100.0,2629663.901666667,12,2,3000,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VGIP11.SA,VGIP11,fii,FII VALORAIP,CI,BRVGIPCTF002,2022-01-03,101.25,2530996.396166667,60,5836,49720,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RBRF11.SA,RBRF11,fii,FII RBRALPHA,CI,BRRBRFCTF003,2022-01-03,73.66,2484918.319333333,60,18967,164057,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,LVBI11.SA,LVBI11,fii,FII VBI LOG,CI  ER,BRLVBICTF002,2022-01-03,105.76,2416544.5,60,4316,29685,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PVBI11.SA,PVBI11,fii,FII VBI PRI,CI  ER,BRPVBICTF003,2022-01-03,92.7,2360124.8485,60,6977,18978,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BRCR11.SA,BRCR11,fii,FII BC FUND,CI,BRBRCRCTF000,2022-01-03,72.6,2324413.272,60,3743,33017,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VINO11.SA,VINO11,fii,FII VINCI OF,CI  ERS,BRVINOCTF001,2022-01-03,55.59,2283231.6301666666,60,9294,55041,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GALG11.SA,GALG11,fii,FII GUARDIAN,CI  ER,BRGALGCTF009,2022-01-03,100.51,2269976.5311666667,60,454,8044,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,XPCI11.SA,XPCI11,fii,FII XP CRED,CI  ER,BRXPCICTF007,2022-01-03,96.4,2197651.2495,60,2419,18416,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HGCR11.SA,HGCR11,fii,FII CSHG CRI,CI  ER,BRHGCRCTF000,2022-01-03,105.7,2130525.668666667,60,3716,32772,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VISC11.SA,VISC11,fii,FII VINCI SC,CI  ER,BRVISCCTF005,2022-01-03,101.7,2119805.2125,60,4037,18135,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VRTA11.SA,VRTA11,fii,FII FATOR VE,CI  ER,BRVRTACTF008,2022-01-03,105.0,2107200.618166667,60,2138,15581,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HGRE11.SA,HGRE11,fii,FII HG REAL,CI  ER,BRHGRECTF006,2022-01-03,133.92,2021812.7193333332,60,3174,19031,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HGBS11.SA,HGBS11,fii,FII HEDGEBS,CI  ER,BRHGBSCTF000,2022-01-03,191.24,1960487.5996666667,60,2507,9257,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HSML11.SA,HSML11,fii,FII HSI MALL,CI  ER,BRHSMLCTF007,2022-01-03,80.44,1956107.1586666666,60,3541,24750,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HFOF11.SA,HFOF11,fii,FII HTOPFOF3,CI  ER,BRHFOFCTF002,2022-01-03,81.6,1917616.7413333333,60,1447,16229,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BBPO11.SA,BBPO11,fii,FII BB PRGII,CI  ER,BRBBPOCTF003,2022-01-03,92.22,1772350.4313333333,60,1212,10849,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VSLH11.SA,VSLH11,fii,FII VERS CRI,CI,BRVSLHCTF008,2022-01-03,9.8,1731743.9543333335,60,12063,125415,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RBRP11.SA,RBRP11,fii,FII RBR PROP,CI,BRRBRPCTF002,2022-01-03,77.0,1500208.9235,60,8833,28835,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,TORD11.SA,TORD11,fii,FII TORDE EI,CI,BRTORDCTF015,2022-01-03,9.65,1414889.4601666667,60,5592,127102,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GGRC11.SA,GGRC11,fii,FII GGRCOVEP,CI,BRGGRCCTF002,2022-01-03,114.3,1371563.6276666666,60,3786,13793,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BARI11.SA,BARI11,fii,FII BARIGUI,CI  ER,BRBARICTF003,2022-01-03,103.0,1360019.0463333332,60,869,10047,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KISU11.SA,KISU11,fii,FII KILIMA,CI  ER,BRKISUCTF000,2022-01-03,8.06,1334211.866,60,2135,100707,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MALL11.SA,MALL11,fii,FII MALLS BP,CI  ER,BRMALLCTF007,2022-01-03,96.53,1330763.1561666667,60,3239,15256,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VGHF11.SA,VGHF11,fii,FII VALOR HE,CI  ER,BRVGHFCTF005,2022-01-03,9.98,1283904.3943333332,60,3849,159624,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MGFF11.SA,MGFF11,fii,FII MOGNO,CI,BRMGFFCTF008,2022-01-03,66.9,1223638.0761666666,60,2135,14641,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BCRI11.SA,BCRI11,fii,FII BEES CRI,CI  ER,BRBCRICTF009,2022-01-03,106.95,1150622.6354999999,60,871,10658,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,XPPR11.SA,XPPR11,fii,FII XP PROP,CI  ER,BRXPPRCTF000,2022-01-03,67.25,1127642.6465,60,1694,9717,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VCJR11.SA,VCJR11,fii,FII VECTIS,CI  ER,BRVCJRCTF005,2022-01-03,97.01,1070017.4371666666,60,1214,15206,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,CPFF11.SA,CPFF11,fii,FII CAP REIT,CI,BRCPFFCTF000,2022-01-03,70.0,1064227.8978333334,60,817,9107,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,GTWR11.SA,GTWR11,fii,FII G TOWERS,CI  ER,BRGTWRCTF003,2022-01-03,89.18,1030044.3618333334,60,1037,8273,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ALZR11.SA,ALZR11,fii,FII ALIANZA,CI,BRALZRCTF006,2022-01-03,113.47,1027347.6946666667,60,1673,7553,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SNCI11.SA,SNCI11,fii,FII SUNO CRI,CI,BRSNCICTF002,2022-01-03,102.25,1019866.8290566037,53,667,11282,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RBVA11.SA,RBVA11,fii,FII RIOB VA,CI  ER,BRRBVACTF006,2022-01-03,100.0,1018012.7520000001,60,1315,7129,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VGIR11.SA,VGIR11,fii,FII VALREIII,CI,BRVGIRCTF008,2022-01-03,99.69,1006295.3424999999,60,707,5371,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SDIL11.SA,SDIL11,fii,FII SDI LOG,CI  ER,BRSDILCTF004,2022-01-03,88.49,986793.156,60,4732,17515,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PATL11.SA,PATL11,fii,FII PATR LOG,CI  ER,BRPATLCTF003,2022-01-03,73.84,977138.0208333334,60,1923,14580,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RZAK11.SA,RZAK11,fii,FII RIZA AKN,CI,BRRZAKCTF008,2022-01-03,92.15,887403.0681666665,60,984,12608,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RECT11.SA,RECT11,fii,FII REC REND,CI,BRRECTCTF000,2022-01-03,73.52,878677.6858333333,60,1334,9737,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RBRL11.SA,RBRL11,fii,FII RBR LOG,CI,BRRBRLCTF001,2022-01-03,94.38,861901.2661666666,60,2045,8003,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,FEXC11.SA,FEXC11,fii,FII EXCELLEN,CI,BRFEXCCTF007,2022-01-03,89.85,849559.3973333334,60,2874,22361,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,XPSF11.SA,XPSF11,fii,FII XP SELEC,CI  ER,BRXPSFCTF009,2022-01-03,79.76,845183.8181666665,60,1739,7444,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,AFHI11.SA,AFHI11,fii,FII AFHI CRI,CI,BRAFHICTF005,2022-01-03,98.63,832336.1183333334,60,349,3866,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SARE11.SA,SARE11,fii,FII SANT REN,CI  ER,BRSARECTF006,2022-01-03,71.01,804331.1636666667,60,722,10314,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BTAL11.SA,BTAL11,fii,FII BTG AGRO,CI,BRBTALCTF003,2022-01-03,98.25,792196.307,60,471,5758,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RBRY11.SA,RBRY11,fii,FII RBR PCRI,CI,BRRBRYCTF004,2022-01-03,104.4,750644.4793333333,60,694,3888,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RZAG11.SA,RZAG11,fii,FIAGRO RIZA,CI  ER,BRRZAGCTF006,2022-01-03,9.65,727540.1155555556,54,2101,85081,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BLMG11.SA,BLMG11,fii,FII BLUE LOG,CI,BRBLMGCTF005,2022-01-03,93.6,723761.249,60,339,2960,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HSLG11.SA,HSLG11,fii,FII HSI LOG,CI  ER,BRHSLGCTF009,2022-01-03,96.65,706088.3838333334,60,3280,19063,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,SNFF11.SA,SNFF11,fii,FII SUNOFOFI,CI,BRSNFFCTF001,2022-01-03,87.92,704838.2239999999,60,750,8259,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MORE11.SA,MORE11,fii,FII MORE RE,CI,BRMORECTF000,2022-01-03,77.03,703040.9868333334,60,674,5159,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,XPIN11.SA,XPIN11,fii,FII XP INDL,CI,BRXPINCTF004,2022-01-03,92.18,692742.0868333334,60,1138,7840,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BTRA11.SA,BTRA11,fii,FII BTG TAGR,CI  ER,BRBTRACTF000,2022-01-03,99.82,666012.3381666667,60,312,3851,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,IDFI11.SA,IDFI11,fii,FII UNIDADES,CI  ERA,BRIDFICTF007,2022-01-03,102.0,660360.3388888888,18,1,1,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BLMR11.SA,BLMR11,fii,FII BLUE FOF,CI,BRBLMRCTF002,2022-01-03,7.58,643003.2016666667,60,1975,75762,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,PORD11.SA,PORD11,fii,FII POLO CRI,CI  ER,BRPORDCTF005,2022-01-03,94.37,640258.2163333333,60,419,5223,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,ARCT11.SA,ARCT11,fii,FII ARCTIUM,CI,BRARCTCTF008,2022-01-03,104.91,612194.9475,60,1781,26347,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,HGFF11.SA,HGFF11,fii,FII CSHG FOF,CI  ER,BRHGFFCTF008,2022-01-03,74.25,609461.3143333333,60,1962,10168,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,VVPR11.SA,VVPR11,fii,FII V2 PROP,CI  ER,BRVVPRCTF002,2022-01-03,92.0,607512.7362711864,59,35,396,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,OUJP11.SA,OUJP11,fii,FII OURI JPP,CI  ER,BROUJPCTF006,2022-01-03,88.51,575789.2768333333,60,839,7548,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,MFII11.SA,MFII11,fii,FII MERITO I,CI  ER,BRMFIICTF008,2022-01-03,108.23,572786.6734999999,60,409,5271,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BTCR11.SA,BTCR11,fii,FII BTG CRI,CI,BRBTCRCTF006,2022-01-03,89.65,569553.0358333333,60,2230,11855,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,AIEC11.SA,AIEC11,fii,FII AUTONOMY,CI  ER,BRAIECCTF009,2022-01-03,75.45,568857.0371666666,60,396,8212,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,QAGR11.SA,QAGR11,fii,FII QUASAR A,CI,BRQAGRCTF005,2022-01-03,50.2,550415.4278333333,60,1250,9118,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,EQIN11.SA,EQIN11,fii,FII NCH EQI,CI,BREQINCTF002,2022-01-03,93.69,534352.4835,60,467,6782,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,KFOF11.SA,KFOF11,fii,FII KINEAFOF,CI  ER,BRKFOFCTF006,2022-01-03,78.59,520570.9361666667,60,424,2289,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,RCRB11.SA,RCRB11,fii,FII RIOB RC,CI,BRRCRBCTF000,2022-01-03,136.79,514391.17483333335,60,1122,5495,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,BLCP11.SA,BLCP11,fii,FII BLUECAP,CI,BRBLCPCTF007,2022-01-03,84.28,473974.61125,56,24,388,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
2022-01-03,EVBI11.SA,EVBI11,fii,FII VBI CON,CI  ER,BREVBICTF007,2022-01-03,96.0,473033.7775,44,6,504,B3 COTAHIST official annual file; last trading session 2022-01-03; 60-session average traded value,2022
