decision_date,ticker,ticker_raw,asset_class,issuer_name,specification,isin,observed_at,close_price_brl,average_daily_value_brl,trading_days,trade_count,quantity,source,universe_year
2024-01-02,PORT3.SA,PORT3,equity,WILSON SONS,ON      NM,BRPORTACNOR8,2024-01-02,17.11,4070987.9166666665,60,854,295400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RCSL3.SA,RCSL3,equity,RECRUSUL,ON,BRRCSLACNOR4,2024-01-02,2.48,4060243.7,60,4051,4944100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,APER3.SA,APER3,equity,ALPER S.A.,ON      NM,BRAPERACNOR9,2024-01-02,43.32,3833883.316666667,60,55,7800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,OIBR3.SA,OIBR3,equity,OI,ON      N1,BROIBRACNOR1,2024-01-02,0.63,3602876.9166666665,60,1218,6627300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,DESK3.SA,DESK3,equity,DESKTOP,ON      NM,BRDESKACNOR2,2024-01-02,13.35,3439028.8333333335,60,1233,228400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,LOGN3.SA,LOGN3,equity,LOG-IN,ON      NM,BRLOGNACNOR3,2024-01-02,38.68,3413449.4166666665,60,757,100700,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PGMN3.SA,PGMN3,equity,PAGUE MENOS,ON      NM,BRPGMNACNOR8,2024-01-02,3.86,3398812.45,60,5145,2027700,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MATD3.SA,MATD3,equity,MATER DEI,ON      NM,BRMATDACNOR4,2024-01-02,8.0,3391825.8666666667,60,3186,735300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,NINJ3.SA,NINJ3,equity,GETNINJAS,ON      NM,BRNINJACNOR5,2024-01-02,4.91,3351270.033333333,60,807,157100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SHUL4.SA,SHUL4,equity,SCHULZ,PN  EJ,BRSHULACNPR4,2024-01-02,6.94,3312052.7666666666,60,2014,524200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,AMAR3.SA,AMAR3,equity,LOJAS MARISA,ON      NM,BRAMARACNOR4,2024-01-02,3.48,3309870.533333333,60,1652,965800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,USIM3.SA,USIM3,equity,USIMINAS,ON      N1,BRUSIMACNOR3,2024-01-02,9.07,3262112.216666667,60,1015,372800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,OPCT3.SA,OPCT3,equity,OCEANPACT,ON      NM,BROPCTACNOR0,2024-01-02,6.1,3179498.1666666665,60,3442,875000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RCSL4.SA,RCSL4,equity,RECRUSUL,PN,BRRCSLACNPR1,2024-01-02,0.87,3021423.6166666667,60,1555,2908500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PDGR3.SA,PDGR3,equity,PDG REALT,ON      NM,BRPDGRACNOR8,2024-01-02,0.43,2987660.4166666665,60,1271,5670800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,WIZC3.SA,WIZC3,equity,WIZ CO,ON      NM,BRWIZCACNOR5,2024-01-02,6.83,2982446.0833333335,60,3938,903800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BMGB4.SA,BMGB4,equity,BANCO BMG,PN  EJ  N1,BRBMGBACNPR0,2024-01-02,3.16,2939120.466666667,60,1734,1023500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TAEE4.SA,TAEE4,equity,TAESA,PN      N2,BRTAEEACNPR6,2024-01-02,12.76,2804087.7333333334,60,2141,515000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,VITT3.SA,VITT3,equity,VITTIA,ON  EJ  NM,BRVITTACNOR4,2024-01-02,10.07,2562293.95,60,1334,386000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MEAL3.SA,MEAL3,equity,IMC S/A,ON      NM,BRMEALACNOR9,2024-01-02,1.87,2504250.35,60,3014,2606900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ITSA3.SA,ITSA3,equity,ITAUSA,ON  EJ  N1,BRITSAACNOR0,2024-01-02,10.21,2485260.45,60,408,173700,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PRNR3.SA,PRNR3,equity,PRINER,ON      NM,BRPRNRACNOR4,2024-01-02,11.48,2477001.7666666666,60,856,208400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CLSA3.SA,CLSA3,equity,CLEARSALE,ON      NM,BRCLSAACNOR0,2024-01-02,3.55,2318183.6333333333,60,2635,1234800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,KLBN3.SA,KLBN3,equity,KLABIN S/A,ON  EJ  N2,BRKLBNACNOR2,2024-01-02,4.35,2311280.533333333,60,1301,445300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SANB4.SA,SANB4,equity,SANTANDER BR,PN,BRSANBACNPR5,2024-01-02,16.94,2240650.183333333,60,830,117200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ETER3.SA,ETER3,equity,ETERNIT,ON  EJ  NM,BRETERACNOR3,2024-01-02,8.35,2207842.85,60,743,214100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ESPA3.SA,ESPA3,equity,ESPACOLASER,ON      NM,BRESPAACNOR7,2024-01-02,1.15,2171253.8333333335,60,3801,2244800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CSED3.SA,CSED3,equity,CRUZEIRO EDU,ON      NM,BRCSEDACNOR9,2024-01-02,5.15,2005603.05,60,2267,403200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,HBRE3.SA,HBRE3,equity,HBR REALTY,ON      NM,BRHBREACNOR4,2024-01-02,5.68,1922377.4166666667,60,1216,527000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SANB3.SA,SANB3,equity,SANTANDER BR,ON,BRSANBACNOR8,2024-01-02,15.14,1892188.8,60,1034,143300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SGPS3.SA,SGPS3,equity,SPRINGS,ON      NM,BRSGPSACNOR4,2024-01-02,1.27,1809638.5,60,650,762200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SYNE3.SA,SYNE3,equity,SYN PROP TEC,ON      NM,BRSYNEACNOR2,2024-01-02,4.87,1795854.9166666667,60,1974,546700,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,AZEV3.SA,AZEV3,equity,AZEVEDO,ON,BRAZEVACNOR0,2024-01-02,1.95,1757227.0333333334,60,613,477300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,LAND3.SA,LAND3,equity,TERRASANTAPA,ON      NM,BRLANDACNOR9,2024-01-02,16.27,1756091.4333333333,60,438,73600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BRAP3.SA,BRAP3,equity,BRADESPAR,ON      N1,BRBRAPACNOR5,2024-01-02,23.28,1727351.6,60,198,42000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TFCO4.SA,TFCO4,equity,TRACK FIELD,PN  EJ  N2,BRTFCOACNPR8,2024-01-02,14.7,1688115.0833333333,60,1009,191100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,HBOR3.SA,HBOR3,equity,HELBOR,ON      NM,BRHBORACNOR3,2024-01-02,3.3,1617870.4666666666,60,1530,758800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TAEE3.SA,TAEE3,equity,TAESA,ON      N2,BRTAEEACNOR9,2024-01-02,12.72,1571362.3,60,1667,249600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SAPR3.SA,SAPR3,equity,SANEPAR,ON  EJ  N2,BRSAPRACNOR9,2024-01-02,5.35,1540515.8333333333,60,971,536200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PFRM3.SA,PFRM3,equity,PROFARMA,ON  EJ  NM,BRPFRMACNOR1,2024-01-02,5.32,1524456.1833333333,60,3411,1431600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BRIT3.SA,BRIT3,equity,BRISANET,ON      NM,BRBRITACNOR0,2024-01-02,3.55,1430593.7833333334,60,1803,510100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,DEXP3.SA,DEXP3,equity,DEXXOS PAR,ON  ED  N1,BRDEXPACNOR1,2024-01-02,11.48,1371568.8666666667,60,583,1890200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,AALR3.SA,AALR3,equity,ALLIAR,ON      NM,BRAALRACNOR6,2024-01-02,8.5,1306919.2666666666,60,1993,430400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,VIVR3.SA,VIVR3,equity,VIVER,ON      NM,BRVIVRACNOR4,2024-01-02,5.07,1303289.4,60,273,100200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,GGBR3.SA,GGBR3,equity,GERDAU,ON      N1,BRGGBRACNOR1,2024-01-02,21.1,1268281.0166666666,60,300,51000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PINE4.SA,PINE4,equity,PINE,PN      N2,BRPINEACNPR8,2024-01-02,4.45,1255559.0666666667,60,2299,1469100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CSUD3.SA,CSUD3,equity,CSU DIGITAL,ON      NM,BRCSUDACNOR5,2024-01-02,19.1,1238090.45,60,839,164300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ELMD3.SA,ELMD3,equity,ELETROMIDIA,ON      NM,BRELMDACNOR3,2024-01-02,14.86,1226982.4666666666,60,204,60000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,POMO3.SA,POMO3,equity,MARCOPOLO,ON  EJ  N2,BRPOMOACNOR0,2024-01-02,5.67,1218534.9166666667,60,666,241300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BRKM3.SA,BRKM3,equity,BRASKEM,ON      N1,BRBRKMACNOR1,2024-01-02,21.4,1127558.1166666667,60,183,46600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,LUPA3.SA,LUPA3,equity,LUPATECH,ON      NM,BRLUPAACNOR8,2024-01-02,2.14,1118465.5833333333,60,1075,387300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CAMB3.SA,CAMB3,equity,CAMBUCI,ON,BRCAMBACNOR4,2024-01-02,10.01,1062237.7666666666,60,612,560100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,KRSA3.SA,KRSA3,equity,KORA SAUDE,ON      NM,BRKRSAACNOR0,2024-01-02,1.28,1019227.4166666666,60,531,760200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,FIQE3.SA,FIQE3,equity,UNIFIQUE,ON      NM,BRFIQEACNOR5,2024-01-02,3.87,979557.5166666667,60,934,256200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,GOAU3.SA,GOAU3,equity,GERDAU MET,ON      N1,BRGOAUACNOR1,2024-01-02,11.01,974025.1666666666,60,361,72100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MELK3.SA,MELK3,equity,MELNICK,ON      NM,BRMELKACNOR8,2024-01-02,4.79,882041.4166666666,60,1070,307900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ENJU3.SA,ENJU3,equity,ENJOEI,ON      NM,BRENJUACNOR9,2024-01-02,1.62,859126.25,60,970,609000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,COCE5.SA,COCE5,equity,COELCE,PNA,BRCOCEACNPA3,2024-01-02,41.62,828838.2,60,248,34500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ALPK3.SA,ALPK3,equity,ESTAPAR,ON      NM,BRALPKACNOR9,2024-01-02,4.66,800284.8666666667,60,982,234900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,EUCA4.SA,EUCA4,equity,EUCATEX,PN  EJ  N1,BREUCAACNPR8,2024-01-02,15.9,719690.5833333334,60,174,41200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,UNIP3.SA,UNIP3,equity,UNIPAR,ON  ED,BRUNIPACNOR7,2024-01-02,69.68,714926.35,60,74,8800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TRAD3.SA,TRAD3,equity,TC,ON      NM,BRTRADACNOR3,2024-01-02,0.86,637201.4833333333,60,632,642700,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,NGRD3.SA,NGRD3,equity,NEOGRID,ON      NM,BRNGRDACNOR3,2024-01-02,1.25,580477.3833333333,60,628,429200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CLSC4.SA,CLSC4,equity,CELESC,PN  EJ  N2,BRCLSCACNPR3,2024-01-02,65.78,562161.35,60,29,3400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SHOW3.SA,SHOW3,equity,TIME FOR FUN,ON      NM,BRSHOWACNOR7,2024-01-02,2.08,555697.6166666667,60,896,360200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TCSA3.SA,TCSA3,equity,TECNISA,ON      NM,BRTCSAACNOR3,2024-01-02,3.92,504962.6666666667,60,289,112500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TECN3.SA,TECN3,equity,TECHNOS,ON      NM,BRTECNACNOR6,2024-01-02,3.63,496593.13333333336,60,1150,334800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,VSTE3.SA,VSTE3,equity,VESTE,ON      NM,BRVSTEACNOR5,2024-01-02,20.0,465781.6,60,160,26900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CBAV9.SA,CBAV9,equity,CBA,ON  REC NM,BRCBAVR01OR0,2024-01-02,4.86,440790.5,4,177,58100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,SCAR3.SA,SCAR3,equity,SAO CARLOS,ON      NM,BRSCARACNOR7,2024-01-02,27.6,415187.4,60,65,14200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,LPSB3.SA,LPSB3,equity,LOPES BRASIL,ON      NM,BRLPSBACNOR0,2024-01-02,2.42,396678.8333333333,60,208,107300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CTNM4.SA,CTNM4,equity,COTEMINAS,PN,BRCTNMACNPR6,2024-01-02,1.57,375065.4,60,119,70800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,MTSA4.SA,MTSA4,equity,METISA,PN,BRMTSAACNPR9,2024-01-02,48.4,354265.7166666667,60,30,4200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BMEB4.SA,BMEB4,equity,MERCANTIL,PN  EJ  N1,BRBMEBACNPR5,2024-01-02,16.5,335945.9,60,43,14600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,AGXY3.SA,AGXY3,equity,AGROGALAXY,ON      NM,BRAGXYACNOR4,2024-01-02,3.43,331916.88333333336,60,366,113500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,EMAE4.SA,EMAE4,equity,EMAE,PN,BREMAEACNPR1,2024-01-02,58.89,314883.31666666665,60,9,1200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,INEP3.SA,INEP3,equity,INEPAR,ON,BRINEPACNOR1,2024-01-02,4.02,314256.98333333334,60,53,28900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CTSA3.SA,CTSA3,equity,SANTANENSE,ON,BRCTSAACNOR3,2024-01-02,4.79,309162.6101694915,59,143,33300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ALLD3.SA,ALLD3,equity,ALLIED,ON  EJ  NM,BRALLDACNOR3,2024-01-02,7.41,308362.81666666665,60,120,38600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TASA3.SA,TASA3,equity,TAURUS ARMAS,ON      N2,BRTASAACNOR7,2024-01-02,14.81,303724.4,60,150,39800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RNEW4.SA,RNEW4,equity,RENOVA,PN      N2,BRRNEWACNPR5,2024-01-02,1.39,297818.5333333333,60,870,416100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BAZA3.SA,BAZA3,equity,AMAZONIA,ON,BRBAZAACNOR0,2024-01-02,94.9,293005.5833333333,60,8,800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CEBR6.SA,CEBR6,equity,CEB,PNB,BRCEBRACNPB6,2024-01-02,17.72,281871.36666666664,60,87,27900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,WEST3.SA,WEST3,equity,WESTWING,ON      NM,BRWESTACNOR3,2024-01-02,1.36,280812.5833333333,60,97,127700,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RSID3.SA,RSID3,equity,ROSSI RESID,ON      NM,BRRSIDACNOR8,2024-01-02,4.01,266348.18333333335,60,145,79100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PDTC3.SA,PDTC3,equity,PADTEC,ON      NM,BRPDTCACNOR3,2024-01-02,3.17,266089.73333333334,60,147,80800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,IGTI3.SA,IGTI3,equity,IGUATEMI S.A,ON      N1,BRIGTIACNOR8,2024-01-02,2.91,263765.5,60,176,42100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CTSA4.SA,CTSA4,equity,SANTANENSE,PN,BRCTSAACNPR0,2024-01-02,2.08,258224.9,60,321,84400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,DMVF3.SA,DMVF3,equity,D1000VFARMA,ON      NM,BRDMVFACNOR9,2024-01-02,5.66,252713.66666666666,60,212,48600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TPIS3.SA,TPIS3,equity,TRIUNFO PART,ON      NM,BRTPISACNOR8,2024-01-02,4.18,239013.91666666666,60,147,49400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,EPAR3.SA,EPAR3,equity,EMBPAR S/A,ON  EDC,BREPARACNOR9,2024-01-02,10.81,223787.3392857143,56,173,41000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,OFSA3.SA,OFSA3,equity,OUROFINO S/A,ON  EJ  NM,BROFSAACNOR7,2024-01-02,24.94,221455.18333333332,60,286,46500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,JOPA3.SA,JOPA3,equity,JOSAPAR,ON,BRJOPAACNOR5,2024-01-02,23.99,212190.0,21,2,300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,FRIO3.SA,FRIO3,equity,METALFRIO,ON  ES  NM,BRFRIOACNOR2,2024-01-02,239.0,207785.5588235294,34,7,700,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RSUL4.SA,RSUL4,equity,RIOSULENSE,PN,BRRSULACNPR3,2024-01-02,75.56,192831.88333333333,60,20,2000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CGRA4.SA,CGRA4,equity,GRAZZIOTIN,PN  EJ,BRCGRAACNPR9,2024-01-02,26.79,189471.96666666667,60,31,4900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ALUP4.SA,ALUP4,equity,ALUPAR,PN      N2,BRALUPACNPR5,2024-01-02,10.0,180138.3,60,211,32200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CEBR3.SA,CEBR3,equity,CEB,ON,BRCEBRACNOR5,2024-01-02,17.8,173068.43333333332,60,30,4300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ATMP3.SA,ATMP3,equity,ATMASA,ON,BRATMPACNOR8,2024-01-02,4.55,163292.2,60,94,44700,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,INEP4.SA,INEP4,equity,INEPAR,PN,BRINEPACNPR8,2024-01-02,3.0,162801.86666666667,60,59,57900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RAPT3.SA,RAPT3,equity,RANDON PART,ON  EJ  N1,BRRAPTACNOR7,2024-01-02,11.54,159881.28333333333,60,57,15500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,RNEW3.SA,RNEW3,equity,RENOVA,ON      N2,BRRNEWACNOR8,2024-01-02,1.33,154290.7,60,826,572300,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PTNT4.SA,PTNT4,equity,PETTENATI,PN,BRPTNTACNPR3,2024-01-02,8.35,149168.48333333334,60,29,9400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CRPG5.SA,CRPG5,equity,CRISTAL,PNA,BRCRPGACNPA3,2024-01-02,37.2,144409.53333333333,60,29,3000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CGAS5.SA,CGAS5,equity,COMGAS,PNA EJ,BRCGASACNPA3,2024-01-02,124.11,144077.61666666667,60,22,2600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,UCAS3.SA,UCAS3,equity,UNICASA,ON      NM,BRUCASACNOR1,2024-01-02,2.65,137621.36666666667,60,73,26600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,JFEN3.SA,JFEN3,equity,JOAO FORTES,ON,BRJFENACNOR0,2024-01-02,2.11,130924.03333333334,60,151,98900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CGRA3.SA,CGRA3,equity,GRAZZIOTIN,ON  EJ,BRCGRAACNOR2,2024-01-02,26.5,130814.0,60,45,5400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ALUP3.SA,ALUP3,equity,ALUPAR,ON      N2,BRALUPACNOR8,2024-01-02,10.15,124420.5,60,124,14400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,OIBR4.SA,OIBR4,equity,OI,PN      N1,BROIBRACNPR8,2024-01-02,1.63,118487.85,60,64,26600,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CEEB3.SA,CEEB3,equity,COELBA,ON,BRCEEBACNOR3,2024-01-02,39.9,116682.94,50,17,4500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BEES3.SA,BEES3,equity,BANESTES,ON  EJ,BRBEESACNOR9,2024-01-02,9.69,110865.0,60,141,24900,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BPAC3.SA,BPAC3,equity,BTGP BANCO,ON      N2,BRBPACACNOR7,2024-01-02,17.36,110515.95,60,53,7500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,CEBR5.SA,CEBR5,equity,CEB,PNA,BRCEBRACNPA8,2024-01-02,16.2,110242.44067796611,59,24,7100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,TRPL3.SA,TRPL3,equity,TRAN PAULIST,ON      N1,BRTRPLACNOR4,2024-01-02,35.85,104775.11666666667,60,8,800,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ENGI4.SA,ENGI4,equity,ENERGISA,PN  ED  N2,BRENGIACNPR7,2024-01-02,8.59,104173.41666666667,60,85,24200,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,BRSR3.SA,BRSR3,equity,BANRISUL,ON      N1,BRBRSRACNOR3,2024-01-02,13.54,102470.85,60,55,11500,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,FHER3.SA,FHER3,equity,FER HERINGER,ON      NM,BRFHERACNOR5,2024-01-02,7.54,102454.95,60,30,5100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,PMAM3.SA,PMAM3,equity,PARANAPANEMA,ON  ES  NM,BRPMAMACNOR3,2024-01-02,4.26,100931.78333333334,60,98,28000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,ENGI3.SA,ENGI3,equity,ENERGISA,ON  ED  N2,BRENGIACNOR0,2024-01-02,17.88,92018.58333333333,60,56,6400,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,WHRL4.SA,WHRL4,equity,WHIRLPOOL,PN,BRWHRLACNPR2,2024-01-02,4.61,88203.61666666667,60,40,20100,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
2024-01-02,EALT4.SA,EALT4,equity,ACO ALTONA,PN,BREALTACNPR1,2024-01-02,9.49,87959.38333333333,60,28,14000,B3 COTAHIST official annual file; last trading session 2024-01-02; 60-session average traded value,2024
