decision_year,decision_date,ticker,previous_weight,new_weight,reason,decision_action,factor,selected_configuration
2024,2024-01-02,UNIP6.SA,0.1112945525744819,0.0,removed_by_constrained_allocator,exited,triple_factor,eq55_n5_triple_factor
2024,2024-01-02,VIVA3.SA,0.2422676968997378,0.176,rebalanced_after_point_in_time_review,reduced,triple_factor,eq55_n5_triple_factor
2024,2024-01-02,TITULO_CDI,0.4165191664464605,0.4499999999999999,defensive_residual_adjustment,increased,triple_factor,eq55_n5_triple_factor
2025,2025-01-02,BBSE3.SA,0.0866091400226759,0.116126147266301,rebalanced_after_point_in_time_review,increased,triple_factor,eq55_n5_triple_factor
2025,2025-01-02,CMIN3.SA,0.0640081249653722,0.0342593497569395,rebalanced_after_point_in_time_review,reduced,triple_factor,eq55_n5_triple_factor
2025,2025-01-02,CURY3.SA,0.196055674210804,0.1731729421502704,rebalanced_after_point_in_time_review,reduced,triple_factor,eq55_n5_triple_factor
2025,2025-01-02,PLPL3.SA,0.0349351827469718,0.0,removed_by_constrained_allocator,exited,triple_factor,eq55_n5_triple_factor
2025,2025-01-02,STBP3.SA,0.0,0.050441560826489,entered_after_point_in_time_screen,entered,triple_factor,eq55_n5_triple_factor
2025,2025-01-02,VIVA3.SA,0.1043813326793617,0.176,rebalanced_after_point_in_time_review,increased,triple_factor,eq55_n5_triple_factor
2025,2025-01-02,TITULO_CDI,0.5140105453748142,0.4499999999999999,defensive_residual_adjustment,reduced,triple_factor,eq55_n5_triple_factor
