decision_date,ticker,observed_at,market_cap_brl,average_daily_value_brl,close_price_brl,lot_size,source
2017-01-01,RENT3.SA,2016-12-29T00:00:00,2180982052.2439957,45430710.56495374,10.297686576843262,1,"CVM FRE document 55272, received 2016-04-26; Yahoo Finance historical OHLCV through 2016-12-29"
2018-01-01,PETR4.SA,2017-12-29T00:00:00,90192891023.80972,528422485.07368726,16.100000381469727,1,"CVM FRE document 65141, received 2017-05-10; Yahoo Finance historical OHLCV through 2017-12-29"
2018-01-01,VALE3.SA,2017-12-29T00:00:00,129523999664.57608,613651639.4381746,40.2599983215332,1,"CVM FRE document 65918, received 2017-05-22; Yahoo Finance historical OHLCV through 2017-12-29"
2018-01-01,ITUB4.SA,2017-12-29T00:00:00,80939910413.84622,394734459.4273254,25.054426193237305,1,"CVM FRE document 65864, received 2017-05-18; Yahoo Finance historical OHLCV through 2017-12-29"
2018-01-01,BBDC4.SA,2017-12-29T00:00:00,58849674153.59156,279399753.7687961,19.26667022705078,1,"CVM FRE document 65923, received 2017-05-23; Yahoo Finance historical OHLCV through 2017-12-29"
2018-01-01,BBAS3.SA,2017-12-29T00:00:00,45588784350.97206,246220948.46550623,15.90999984741211,1,"CVM FRE document 65849, received 2017-05-18; Yahoo Finance historical OHLCV through 2017-12-29"
2018-01-01,ABEV3.SA,2017-12-29T00:00:00,334470866908.75,268949043.7731107,21.280000686645508,1,"CVM FRE document 64861, received 2017-05-08; Yahoo Finance historical OHLCV through 2017-12-29"
2018-01-01,WEGE3.SA,2017-12-29T00:00:00,14970018857.300663,38659086.36823908,9.273076057434082,1,"CVM FRE document 64512, received 2017-04-28; Yahoo Finance historical OHLCV through 2017-12-29"
2018-01-01,RENT3.SA,2017-12-29T00:00:00,4650262824.729481,64256234.27249082,20.911046981811523,1,"CVM FRE document 64951, received 2017-05-09; Yahoo Finance historical OHLCV through 2017-12-29"
2019-01-01,PETR4.SA,2018-12-28T00:00:00,127054332141.44778,2207014759.884424,22.68000030517578,1,"CVM FRE document 73975, received 2018-05-08; Yahoo Finance historical OHLCV through 2018-12-28"
2019-01-01,VALE3.SA,2018-12-28T00:00:00,269508213270.0,1086060298.3221943,51.0,1,"CVM FRE document 73488, received 2018-04-25; Yahoo Finance historical OHLCV through 2018-12-28"
2019-01-01,ITUB4.SA,2018-12-28T00:00:00,101222415602.47903,739960765.4024312,31.332744598388672,1,"CVM FRE document 73850, received 2018-05-07; Yahoo Finance historical OHLCV through 2018-12-28"
2019-01-01,BBDC4.SA,2018-12-28T00:00:00,81305564568.7974,589434481.6895312,24.198596954345703,1,"CVM FRE document 75048, received 2018-05-24; Yahoo Finance historical OHLCV through 2018-12-28"
2019-01-01,BBAS3.SA,2018-12-28T00:00:00,66606621034.65366,594170460.681839,23.2450008392334,1,"CVM FRE document 74927, received 2018-05-18; Yahoo Finance historical OHLCV through 2018-12-28"
2019-01-01,ABEV3.SA,2018-12-28T00:00:00,241806627442.43698,326903940.5336666,15.380000114440918,1,"CVM FRE document 74969, received 2018-05-21; Yahoo Finance historical OHLCV through 2018-12-28"
2019-01-01,WEGE3.SA,2018-12-28T00:00:00,18405240381.91985,62334715.48400879,8.770000457763672,1,"CVM FRE document 73747, received 2018-05-04; Yahoo Finance historical OHLCV through 2018-12-28"
2019-01-01,RENT3.SA,2018-12-28T00:00:00,18813959437.16732,143802006.2739384,28.20052719116211,1,"CVM FRE document 74492, received 2018-05-14; Yahoo Finance historical OHLCV through 2018-12-28"
2020-01-01,PETR4.SA,2019-12-30T00:00:00,169069653051.44778,1438884891.7481678,30.18000030517578,1,"CVM FRE document 81763, received 2019-03-29; Yahoo Finance historical OHLCV through 2019-12-30"
2020-01-01,VALE3.SA,2019-12-30T00:00:00,281662501209.2657,876876353.3514913,53.29999923706055,1,"CVM FRE document 83476, received 2019-05-14; Yahoo Finance historical OHLCV through 2019-12-30"
2020-01-01,ITUB4.SA,2019-12-30T00:00:00,158676819280.25156,735956175.14195,32.74492263793945,1,"CVM FRE document 82596, received 2019-05-02; Yahoo Finance historical OHLCV through 2019-12-30"
2020-01-01,BBDC4.SA,2019-12-30T00:00:00,109567508136.94987,664229718.0436721,27.17505645751953,1,"CVM FRE document 83912, received 2019-05-20; Yahoo Finance historical OHLCV through 2019-12-30"
2020-01-01,BBAS3.SA,2019-12-30T00:00:00,75675663060.97206,608832238.2379532,26.40999984741211,1,"CVM FRE document 82919, received 2019-05-08; Yahoo Finance historical OHLCV through 2019-12-30"
2020-01-01,ABEV3.SA,2019-12-30T00:00:00,293628351229.6864,376034009.4321664,18.670000076293945,1,"CVM FRE document 83957, received 2019-05-21; Yahoo Finance historical OHLCV through 2019-12-30"
2020-01-01,WEGE3.SA,2019-12-30T00:00:00,36369760292.55502,113503247.84004848,17.329999923706055,1,"CVM FRE document 82424, received 2019-04-26; Yahoo Finance historical OHLCV through 2019-12-30"
2020-01-01,RENT3.SA,2019-12-30T00:00:00,34086054501.554604,214902629.06667194,47.18777847290039,1,"CVM FRE document 84111, received 2019-05-28; Yahoo Finance historical OHLCV through 2019-12-30"
2021-01-01,PETR4.SA,2020-12-30T00:00:00,158761893466.72388,1633138259.1448529,28.34000015258789,1,"CVM FRE document 94737, received 2020-07-13; Yahoo Finance historical OHLCV through 2020-12-30"
2021-01-01,VALE3.SA,2020-12-30T00:00:00,462127302509.56287,2168836921.036307,87.44999694824219,1,"CVM FRE document 93256, received 2020-05-18; Yahoo Finance historical OHLCV through 2020-12-30"
2021-01-01,ITUB4.SA,2020-12-30T00:00:00,135281620039.49695,1055774035.7190206,27.917034149169922,1,"CVM FRE document 92875, received 2020-05-08; Yahoo Finance historical OHLCV through 2020-12-30"
2021-01-01,BBDC4.SA,2020-12-30T00:00:00,99478331715.05194,1184580214.8344886,22.429752349853516,1,"CVM FRE document 93266, received 2020-05-19; Yahoo Finance historical OHLCV through 2020-12-30"
2021-01-01,BBAS3.SA,2020-12-30T00:00:00,55589089094.93015,591841275.031999,19.399999618530273,1,"CVM FRE document 93456, received 2020-05-27; Yahoo Finance historical OHLCV through 2020-12-30"
2021-01-01,ABEV3.SA,2020-12-30T00:00:00,246254590149.77884,449395303.2728736,15.649999618530273,1,"CVM FRE document 93034, received 2020-05-13; Yahoo Finance historical OHLCV through 2020-12-30"
2021-01-01,WEGE3.SA,2020-12-30T00:00:00,79476214050.52036,477896242.04313916,37.869998931884766,1,"CVM FRE document 92784, received 2020-05-07; Yahoo Finance historical OHLCV through 2020-12-30"
2021-01-01,RENT3.SA,2020-12-30T00:00:00,52051152449.41849,307214718.6070704,68.62681579589844,1,"CVM FRE document 93402, received 2020-05-25; Yahoo Finance historical OHLCV through 2020-12-30"
2022-01-01,PETR4.SA,2021-12-30T00:00:00,159378121592.61945,2263033885.1476383,28.450000762939453,1,"CVM FRE document 104904, received 2021-05-27; Yahoo Finance historical OHLCV through 2021-12-30"
2022-01-01,VALE3.SA,2021-12-30T00:00:00,411977648231.11884,1960571143.3695984,77.95999908447266,1,"CVM FRE document 104585, received 2021-05-18; Yahoo Finance historical OHLCV through 2021-12-30"
2022-01-01,ITUB4.SA,2021-12-30T00:00:00,89603221940.3569,887540482.0605301,18.490732192993164,1,"CVM FRE document 104273, received 2021-05-14; Yahoo Finance historical OHLCV through 2021-12-30"
2022-01-01,BBDC4.SA,2021-12-30T00:00:00,84672446752.91418,850408192.8002445,17.46363639831543,1,"CVM FRE document 104409, received 2021-05-17; Yahoo Finance historical OHLCV through 2021-12-30"
2022-01-01,BBAS3.SA,2021-12-30T00:00:00,41333641060.03493,450528352.02628136,14.425000190734863,1,"CVM FRE document 104726, received 2021-05-21; Yahoo Finance historical OHLCV through 2021-12-30"
2022-01-01,ABEV3.SA,2021-12-30T00:00:00,242699132917.64896,398784609.29854393,15.420000076293945,1,"CVM FRE document 104468, received 2021-05-17; Yahoo Finance historical OHLCV through 2021-12-30"
2022-01-01,WEGE3.SA,2021-12-30T00:00:00,138427545652.6603,255237199.35993195,32.97999954223633,1,"CVM FRE document 103885, received 2021-05-12; Yahoo Finance historical OHLCV through 2021-12-30"
2022-01-01,RENT3.SA,2021-12-30T00:00:00,40010311783.962364,409937011.933863,52.7515754699707,1,"CVM FRE document 99490, received 2021-01-07; Yahoo Finance historical OHLCV through 2021-12-30"
2023-01-01,PETR4.SA,2022-12-29T00:00:00,137250048306.0,2845185776.8910155,24.5,1,"CVM FRE document 113911, received 2022-04-25; Yahoo Finance historical OHLCV through 2022-12-29"
2023-01-01,VALE3.SA,2022-12-29T00:00:00,444314666002.60645,2842620318.87736,88.87999725341797,1,"CVM FRE document 115792, received 2022-05-26; Yahoo Finance historical OHLCV through 2022-12-29"
2023-01-01,ITUB4.SA,2022-12-29T00:00:00,106925088075.63902,1262171884.491999,22.0653133392334,1,"CVM FRE document 114194, received 2022-05-03; Yahoo Finance historical OHLCV through 2022-12-29"
2023-01-01,BBDC4.SA,2022-12-29T00:00:00,80599424297.59514,945399167.7174107,15.149999618530273,1,"CVM FRE document 114912, received 2022-05-12; Yahoo Finance historical OHLCV through 2022-12-29"
2023-01-01,BBAS3.SA,2022-12-29T00:00:00,49757965896.45809,741705189.8532104,17.364999771118164,1,"CVM FRE document 115866, received 2022-05-27; Yahoo Finance historical OHLCV through 2022-12-29"
2023-01-01,ABEV3.SA,2022-12-29T00:00:00,228693155886.3971,462641318.1626177,14.520000457763672,1,"CVM FRE document 114809, received 2022-05-11; Yahoo Finance historical OHLCV through 2022-12-29"
2023-01-01,WEGE3.SA,2022-12-29T00:00:00,161638709057.9211,315129821.06544495,38.5099983215332,1,"CVM FRE document 114378, received 2022-05-05; Yahoo Finance historical OHLCV through 2022-12-29"
2023-01-01,RENT3.SA,2022-12-29T00:00:00,40217754200.492935,538315169.2096823,53.02507781982422,1,"CVM FRE document 114350, received 2022-05-05; Yahoo Finance historical OHLCV through 2022-12-29"
2024-01-01,PETR4.SA,2023-12-28T00:00:00,208620082827.96283,1735058720.9428596,37.2400016784668,1,"CVM FRE document 126948, received 2023-05-17; Yahoo Finance historical OHLCV through 2023-12-28"
2024-01-01,VALE3.SA,2023-12-28T00:00:00,350411370397.6482,1628234735.7456334,77.19999694824219,1,"CVM FRE document 127293, received 2023-05-29; Yahoo Finance historical OHLCV through 2023-12-28"
2024-01-01,ITUB4.SA,2023-12-28T00:00:00,145289808335.13596,763618815.1273249,29.98234748840332,1,"CVM FRE document 127205, received 2023-05-24; Yahoo Finance historical OHLCV through 2023-12-28"
2024-01-01,BBDC4.SA,2023-12-28T00:00:00,90920409784.01195,609764344.6040775,17.09000015258789,1,"CVM FRE document 127227, received 2023-05-25; Yahoo Finance historical OHLCV through 2023-12-28"
2024-01-01,BBAS3.SA,2023-12-28T00:00:00,79357723494.44412,507183224.1588783,27.69499969482422,1,"CVM FRE document 127089, received 2023-05-22; Yahoo Finance historical OHLCV through 2023-12-28"
2024-01-01,ABEV3.SA,2023-12-28T00:00:00,216300123777.7874,334211142.2169177,13.729999542236328,1,"CVM FRE document 128293, received 2023-06-06; Yahoo Finance historical OHLCV through 2023-12-28"
2024-01-01,WEGE3.SA,2023-12-28T00:00:00,154923006665.7201,249465363.81531397,36.90999984741211,1,"CVM FRE document 123176, received 2023-01-23; Yahoo Finance historical OHLCV through 2023-12-28"
2024-01-01,RENT3.SA,2023-12-28T00:00:00,62864523639.766464,402790320.73312205,63.599998474121094,1,"CVM FRE document 126982, received 2023-05-18; Yahoo Finance historical OHLCV through 2023-12-28"
2025-01-01,PETR4.SA,2024-12-30T00:00:00,202737920804.485,1203719247.6355107,36.189998626708984,1,"CVM FRE document 137831, received 2024-05-23; Yahoo Finance historical OHLCV through 2024-12-30"
2025-01-01,ITUB4.SA,2024-12-30T00:00:00,131432315426.91028,827888282.1063899,27.122682571411133,1,"CVM FRE document 136081, received 2024-04-30; Yahoo Finance historical OHLCV through 2024-12-30"
2025-01-01,BBDC4.SA,2024-12-30T00:00:00,61500290571.720345,527058123.1689326,11.5600004196167,1,"CVM FRE document 137689, received 2024-05-20; Yahoo Finance historical OHLCV through 2024-12-30"
2025-01-01,BBAS3.SA,2024-12-30T00:00:00,138514259184.02795,508465199.3354766,24.170000076293945,1,"CVM FRE document 137597, received 2024-05-16; Yahoo Finance historical OHLCV through 2024-12-30"
2025-01-01,ABEV3.SA,2024-12-30T00:00:00,184994893517.99847,446922541.80639267,11.739999771118164,1,"CVM FRE document 136881, received 2024-05-09; Yahoo Finance historical OHLCV through 2024-12-30"
2025-01-01,WEGE3.SA,2024-12-30T00:00:00,221492472675.8397,353872350.20742416,52.77000045776367,1,"CVM FRE document 136075, received 2024-04-30; Yahoo Finance historical OHLCV through 2024-12-30"
2025-01-01,RENT3.SA,2024-12-30T00:00:00,34514854245.38706,428479472.71521884,32.20000076293945,1,"CVM FRE document 137317, received 2024-05-14; Yahoo Finance historical OHLCV through 2024-12-30"
