date,static,volatility_target,mean_variance,linear_trailing_12m,linear_above_trend,linear_drawdown,linear_market_trailing_12m,linear_short_volatility,oracle_binary,oracle_continuous
2017-12-29,0.55,0.58281857696237,0.3486511347974895,0.55,0.55,0.55,0.6562451924566709,0.4271032151337707,0.95,0.95
2018-01-05,0.55,0.5837563450584852,0.29590645843017754,0.55,0.55,0.55,0.6407543673167494,0.4216418782756307,0.95,0.5891075541569695
2018-01-12,0.55,0.5834659966522591,0.30890499221066237,0.55,0.55,0.55,0.6279852126688656,0.40830667249755026,0.0,0.0
2018-01-19,0.55,0.608380170853862,0.4579137633360529,0.55,0.55,0.55,0.6099288511480129,0.4038405363694212,0.95,0.19512231021145943
2018-01-26,0.55,0.6105479716089374,0.33584226823695285,0.55,0.55,0.55,0.6158238554838588,0.39617667993524286,0.95,0.95
2018-02-02,0.55,0.5835683098939397,0.6067262207027743,0.55,0.55,0.55,0.6337995291357261,0.55,0.0,0.0
2018-02-09,0.55,0.5840504583722304,0.6546231143306878,0.55,0.55,0.55,0.6327627398928183,0.55,0.0,0.0
2018-02-16,0.55,0.57017887047426,0.2893912637222303,0.55,0.55,0.55,0.5972131759667354,0.55,0.95,0.95
2018-02-23,0.55,0.6026078367302975,0.3376555228172669,0.55,0.55,0.55,0.609210217442116,0.55,0.95,0.95
2018-03-02,0.55,0.581257009704124,0.3744954079749634,0.55,0.55,0.55,0.6400602367540261,0.55,0.95,0.95
2018-03-09,0.55,0.5801893277596896,0.3245760983286058,0.55,0.55,0.55,0.6269469720942825,0.55,0.95,0.934895510318964
2018-03-16,0.55,0.5920807360244934,0.40347236128271446,0.55,0.55,0.55,0.6524665869354854,0.55,0.95,0.95
2018-03-23,0.55,0.5921713118438553,0.5630963825868244,0.55,0.55,0.55,0.6452249615333047,0.55,0.95,0.95
2018-03-30,0.55,0.6167621219159024,0.5236420177044223,0.55,0.55,0.55,0.6445093642713033,0.55,0.95,0.95
2018-04-06,0.55,0.6181955586826996,0.5096372853148938,0.55,0.55,0.55,0.6402033931698039,0.55,0.0,0.0
2018-04-13,0.55,0.6181872431985526,0.4080209073937252,0.55,0.55,0.55,0.6395820569381154,0.55,0.0,0.0
2018-04-20,0.55,0.6315668359726223,0.37223636645738895,0.55,0.55,0.55,0.6539092155447362,0.55,0.95,0.24678511986565604
2018-04-27,0.55,0.636395637210805,0.5541339754453738,0.55,0.55,0.55,0.6531174097563363,0.55,0.95,0.95
2018-05-04,0.55,0.632989872370984,0.6595779445860528,0.55,0.55,0.55,0.6425833971664605,0.55,0.0,0.0
2018-05-11,0.55,0.6056888343162042,0.3586619569230186,0.55,0.55,0.55,0.6136197360581339,0.55,0.95,0.95
2018-05-18,0.55,0.6056818945139334,0.3781038077035825,0.55,0.55,0.55,0.605479980289073,0.55,0.0,0.0
2018-05-25,0.55,0.688168030454483,0.31189478089522604,0.55,0.55,0.55,0.6442777669033734,0.55,0.95,0.95
2018-06-01,0.55,0.6834806220429395,0.37641724762796075,0.55,0.55,0.55,0.595830369819037,0.55,0.95,0.8732213192783566
2018-06-08,0.55,0.6885276032259976,0.39476301153576254,0.55,0.55,0.55,0.5979728521117585,0.55,0.0,0.0
2018-06-15,0.55,0.6431359520310848,0.171910634680757,0.55,0.55,0.55,0.5658730065108368,0.5525533790461724,0.95,0.37449446576697176
2018-06-22,0.55,0.6450262653379752,0.1431738146686257,0.55,0.55,0.55,0.5535001369528395,0.544391959906156,0.95,0.95
2018-06-29,0.55,0.6500170763755637,0.17155250900743646,0.55,0.55,0.55,0.5576713612908829,0.5489504093288166,0.95,0.95
2018-07-06,0.55,0.6449885311147928,0.22675775863192216,0.55,0.55,0.55,0.5578610673373742,0.5606452201946068,0.0,0.0
2018-07-13,0.55,0.6460044045520756,0.1962133758684755,0.55,0.55,0.55,0.5817418662936953,0.5608575126915916,0.95,0.95
2018-07-20,0.55,0.6536987904430294,0.11624103351797664,0.55,0.55,0.55,0.5647424790789815,0.5654401589927095,0.95,0.95
2018-07-27,0.55,0.6470899593126854,0.1810010787350362,0.55,0.55,0.55,0.5873651528338844,0.5776380414846143,0.0,0.0
2018-08-03,0.55,0.6552268310535093,0.31549738413970724,0.55,0.55,0.55,0.5896874680480716,0.5694786278420008,0.95,0.95
2018-08-10,0.55,0.6587697466703327,0.288491029258388,0.55,0.55,0.55,0.5885189696244473,0.533851932073159,0.0,0.0
2018-08-17,0.55,0.6594981204588202,0.09439978025075836,0.55,0.55,0.55,0.5464594757477215,0.5351654104536612,0.0,0.0
2018-08-24,0.55,0.6591931933966405,0.04633863920740629,0.55,0.55,0.55,0.5312368582790574,0.5067307492399991,0.0,0.0
2018-08-31,0.55,0.6617915580487695,-0.0321182268213747,0.55,0.55,0.55,0.5139600696183428,0.5053953789251088,0.0,0.0
2018-09-07,0.55,0.6629333927843218,-0.11488349940662378,0.55,0.55,0.55,0.5104742528402599,0.5056403270752563,0.0,0.0
2018-09-14,0.55,0.6640705341908839,-0.19994625782322814,0.55,0.55,0.55,0.4999422137284105,0.4365327227506357,0.0,0.0
2018-09-21,0.55,0.6645566419366044,-0.30351182143364624,0.55,0.55,0.55,0.47405313321482795,0.45443380478958156,0.95,0.95
2018-09-28,0.55,0.6514546903088121,-0.12846545943372897,0.55,0.55,0.55,0.5045615704941906,0.48206599201868144,0.0,0.0
2018-10-05,0.55,0.6570234496101163,-0.12425109479859728,0.55,0.55,0.55,0.5120668463360032,0.46866917954033227,0.95,0.95
2018-10-12,0.55,0.5971828096635299,0.07158435850685112,0.55,0.55,0.55,0.5197088975562647,0.55,0.95,0.95
2018-10-19,0.55,0.5910565889572581,0.08802661968217225,0.55,0.55,0.55,0.516966353551194,0.55,0.95,0.95
2018-10-26,0.55,0.577048108141979,0.2864670914455809,0.55,0.55,0.55,0.530389194134504,0.55,0.95,0.95
2018-11-02,0.55,0.5753994079698822,0.27295216309277265,0.55,0.55,0.55,0.5439707773778696,0.55,0.95,0.95
2018-11-09,0.55,0.585137879556175,0.42117546740195233,0.55,0.55,0.55,0.5797784122098409,0.55,0.0,0.0
2018-11-16,0.55,0.5655751163280776,0.23608843637388563,0.55,0.55,0.55,0.5747007605620694,0.55,0.95,0.95
2018-11-23,0.55,0.5594292393684955,0.2849763278679583,0.55,0.55,0.55,0.5844783082741515,0.55,0.95,0.95
2018-11-30,0.55,0.559605173745469,0.5207332566384052,0.55,0.55,0.55,0.5618917054589508,0.6194028692848434,0.95,0.95
2018-12-07,0.55,0.5644171649118688,0.5648494741928951,0.55,0.55,0.55,0.6020624792892123,0.6141095198051998,0.0,0.0
2018-12-14,0.55,0.5626297728983483,0.494038878224897,0.55,0.55,0.55,0.5875536725792857,0.6069764632612318,0.95,0.95
2018-12-21,0.55,0.5606731572019669,0.4899980888519733,0.55,0.55,0.55,0.5836976270212825,0.5797500415315935,0.95,0.95
2018-12-28,0.55,0.5595727895948227,0.5652837129956902,0.55,0.55,0.55,0.5491732852592469,0.5738518087723607,0.95,0.95
